,Road,Name,LRP,Offset,Chainage,LRP_2,Offset_2,Chainage_2,(Km),Heavy Truck,Medium Truck,Small Truck,Large Bus,Medium Bus,Micro Bus,Utility,Car,Auto Rickshaw,Motor Cycle,Bi-Cycle,Cycle Rickshaw,Cart,Motorized,Non Motorized,Total AADT,(AADT),type,identified_roads,base_road,condition,lat,lon
18167,,.,,,4.31,,,,,,,,,,,,,,,,,,,,,,bridge,,Z5856,A,25.2030343304687,89.0518217578124
18168,,.,,,4.36,,,,,,,,,,,,,,,,,,,,,,bridge,,Z5856,A,25.2032151768229,89.0522739192708
18169,,,,,4.36,,,,,,,,,,,,,,,,,,,,,,bridge,,Z5856,B,25.2032151768229,89.0522739192708
18170,,.,,,4.81,,,,,,,,,,,,,,,,,,,,,,bridge,,Z5856,A,25.2043382264705,89.0565933492647
18171,,.,,,5.15,,,,,,,,,,,,,,,,,,,,,,bridge,,Z5856,A,25.2051781958208,89.0598277316417
18172,,.,,,5.21,,,,,,,,,,,,,,,,,,,,,,bridge,,Z5856,A,25.2053423808955,89.060394901791
18173,,.,,,5.81,,,,,,,,,,,,,,,,,,,,,,bridge,,Z5856,A,25.207183519195,89.0658694284829
18174,,.,,,6.39,,,,,,,,,,,,,,,,,,,,,,bridge,,Z5856,A,25.2096662977853,89.0709487582623
18175,,.,,,6.54,,,,,,,,,,,,,,,,,,,,,,bridge,,Z5856,A,25.2103333,89.0722771
18176,,.,,,7.26,,,,,,,,,,,,,,,,,,,,,,bridge,,Z5856,A,25.2135187756756,89.0785856702702
18177,,Jharkabari Bridge.,,,7.26,,,,,,,,,,,,,,,,,,,,,,bridge,,Z5856,C,25.2135187756756,89.0785856702702
18178,,.,,,7.33,,,,,,,,,,,,,,,,,,,,,,bridge,,Z5856,A,25.2138288378378,89.0791952851351
18179,,.,,,7.89,,,,,,,,,,,,,,,,,,,,,,bridge,,Z5856,A,25.2160609348837,89.0842902744186
18180,,Bangladaha Bridge,,,7.89,,,,,,,,,,,,,,,,,,,,,,bridge,,Z5856,C,25.2160609348837,89.0842902744186
18181,,.,,,8.31,,,,,,,,,,,,,,,,,,,,,,bridge,,Z5856,A,25.2177682111111,89.0878298802469
18182,,.,,,8.7,,,,,,,,,,,,,,,,,,,,,,bridge,,Z5856,A,25.2194208882352,89.0912365588235
18183,Z5856-2,Int.with Z5509-Goraghat,LRP009,705,9.365,LRP028,15,28.4,19.035,0.0,136.0,236.0,0.0,53.0,62.0,31.0,42.0,1010.0,799.0,808.0,887.0,0.0,2369.0,1695.0,4064.0,4064.0,road,['Z5509'],Z5856,,25.2223327,89.0969997
18184,,.,,,9.56,,,,,,,,,,,,,,,,,,,,,,bridge,,Z5856,A,25.2231956576271,89.0986705525423
18185,,.,,,10.36,,,,,,,,,,,,,,,,,,,,,,bridge,,Z5856,A,25.22674793,89.10557772
18186,,.,,,10.505,,,,,,,,,,,,,,,,,,,,,,bridge,,Z5856,A,25.2274267767241,89.1068685353448
18187,,.,,,11.62,,,,,,,,,,,,,,,,,,,,,,bridge,,Z5856,A,25.2329226309278,89.1164708340206
18188,,.,,,12.2,,,,,,,,,,,,,,,,,,,,,,bridge,,Z5856,A,25.2358046067114,89.1211788543624
18189,,.,,,12.63,,,,,,,,,,,,,,,,,,,,,,bridge,,Z5856,A,25.2377940632587,89.12523851246
18190,,.,,,12.9,,,,,,,,,,,,,,,,,,,,,,bridge,,Z5856,A,25.2390041463258,89.127898271246
18191,,.,,,13.25,,,,,,,,,,,,,,,,,,,,,,bridge,,Z5856,A,25.2399646652173,89.1306406217391
18192,,.,,,14.17,,,,,,,,,,,,,,,,,,,,,,bridge,,Z5856,A,25.2428630916666,89.1392705333333
18193,,.,,,15.52,,,,,,,,,,,,,,,,,,,,,,bridge,,Z5856,A,25.2493356022471,89.1504055617977
18194,,.,,,16.2,,,,,,,,,,,,,,,,,,,,,,bridge,,Z5856,A,25.2518869522388,89.1554680318408
18195,,.,,,16.38,,,,,,,,,,,,,,,,,,,,,,bridge,,Z5856,A,25.2533468671957,89.1553935894179
18196,,.,,,16.67,,,,,,,,,,,,,,,,,,,,,,bridge,,Z5856,C,25.2557615006514,89.1546429843648
18197,,.,,,17.48,,,,,,,,,,,,,,,,,,,,,,bridge,,Z5856,A,25.2629872987158,89.15500521252
18198,,.,,,18.38,,,,,,,,,,,,,,,,,,,,,,bridge,,Z5856,A,25.269109038674,89.1566160419889
18199,,.,,,19.41,,,,,,,,,,,,,,,,,,,,,,bridge,,Z5856,A,25.2668963568965,89.1668961426724
18200,,.,,,20.37,,,,,,,,,,,,,,,,,,,,,,bridge,,Z5856,A,25.264325909756,89.1757798304878
18201,,.,,,21.92,,,,,,,,,,,,,,,,,,,,,,bridge,,Z5856,A,25.2594272021052,89.1903278694736
18202,,.,,,22.46,,,,,,,,,,,,,,,,,,,,,,bridge,,Z5856,A,25.2577970297029,89.195286810891
18203,,.,,,23.13,,,,,,,,,,,,,,,,,,,,,,bridge,,Z5856,A,25.2558997434782,89.2016582434782
18204,,.,,,23.43,,,,,,,,,,,,,,,,,,,,,,bridge,,Z5856,A,25.2550092333333,89.2044722
18205,Z5857-1,Fulbari-int.with Z5858,LRPS,0,0.0,LRP013,430,13.65,13.650,0.0,88.0,77.0,3.0,8.0,25.0,21.0,14.0,708.0,1466.0,1470.0,1037.0,0.0,2410.0,2507.0,4917.0,4917.0,road,['Z5858'],Z5857,,25.5000278,88.9527778
18206,,.,,,0.025,,,,,,,,,,,,,,,,,,,,,,bridge,,Z5857,A,25.500209645238,88.9526785738095
18207,,.,,,0.115,,,,,,,,,,,,,,,,,,,,,,bridge,,Z5857,A,25.5009094193181,88.9523806522727
18208,,.,,,0.715,,,,,,,,,,,,,,,,,,,,,,bridge,,Z5857,B,25.505290052459,88.9521468672131
18209,,.,,,0.99,,,,,,,,,,,,,,,,,,,,,,bridge,,Z5857,A,25.5064872,88.9505897653846
18210,,.,,,2.07,,,,,,,,,,,,,,,,,,,,,,bridge,,Z5857,A,25.5157715777777,88.9479564555555
18211,,.,,,2.73,,,,,,,,,,,,,,,,,,,,,,bridge,,Z5857,A,25.5214863294117,88.9487807117647
18212,,.,,,3.25,,,,,,,,,,,,,,,,,,,,,,bridge,,Z5857,A,25.5261289666666,88.9497450666666
18213,,.,,,3.31,,,,,,,,,,,,,,,,,,,,,,bridge,,Z5857,A,25.5265086,88.9497404333333
18214,,.,,,3.86,,,,,,,,,,,,,,,,,,,,,,bridge,,Z5857,A,25.5306669571428,88.94922285
18215,,.,,,4.16,,,,,,,,,,,,,,,,,,,,,,bridge,,Z5857,A,25.531969,88.9513283090909
18216,,.,,,5.49,,,,,,,,,,,,,,,,,,,,,,bridge,,Z5857,A,25.5417522,88.9534242181818
18217,,.,,,6.04,,,,,,,,,,,,,,,,,,,,,,bridge,,Z5857,A,25.5466769690909,88.9536530527272
18218,,.,,,6.25,,,,,,,,,,,,,,,,,,,,,,bridge,,Z5857,A,25.5483886,88.9541389
18219,,.,,,7.99,,,,,,,,,,,,,,,,,,,,,,bridge,,Z5857,A,25.5612971304347,88.9484985130434
18220,,.,,,9.58,,,,,,,,,,,,,,,,,,,,,,bridge,,Z5857,C,25.5710565666666,88.9419567272727
18221,,.,,,9.91,,,,,,,,,,,,,,,,,,,,,,bridge,,Z5857,A,25.5739846588235,88.9411353058823
18222,,.,,,10.4,,,,,,,,,,,,,,,,,,,,,,bridge,,Z5857,A,25.5781636130434,88.9408414347826
18223,,.,,,11.41,,,,,,,,,,,,,,,,,,,,,,bridge,,Z5857,A,25.5849842409638,88.9374471445783
18224,,.,,,11.86,,,,,,,,,,,,,,,,,,,,,,bridge,,Z5857,B,25.5875577704545,88.9345672
18225,,.,,,13.45,,,,,,,,,,,,,,,,,,,,,,bridge,,Z5857,A,25.598490978125,88.9224056093749
18226,Z5857-2,int.with Z5858-Parbatipur,LRP013,430,13.65,LRPE,0,21.73,8.080,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,*  NS,road,['Z5858'],Z5857,,25.598534295238096,88.9225731074074
18227,,.,,,13.89,,,,,,,,,,,,,,,,,,,,,,bridge,,Z5857,A,25.6011653238095,88.9221845
18228,,.,,,14.71,,,,,,,,,,,,,,,,,,,,,,bridge,,Z5857,A,25.607631132,88.925051536
18229,,.,,,15.4,,,,,,,,,,,,,,,,,,,,,,bridge,,Z5857,A,25.61380205,88.924919475
18230,,.,,,16.55,,,,,,,,,,,,,,,,,,,,,,bridge,,Z5857,A,25.624032309375,88.9238023281249
18231,,.,,,17.53,,,,,,,,,,,,,,,,,,,,,,bridge,,Z5857,A,25.6324880923076,88.9208518923077
18232,,.,,,17.81,,,,,,,,,,,,,,,,,,,,,,bridge,,Z5857,A,25.6347649225806,88.9205396258064
18233,,.,,,19.26,,,,,,,,,,,,,,,,,,,,,,bridge,,Z5857,A,25.6471245730538,88.9197071065868
18234,,.,,,19.37,,,,,,,,,,,,,,,,,,,,,,bridge,,Z5857,A,25.6479655014285,88.9191116357142
18235,,.,,,20.575,,,,,,,,,,,,,,,,,,,,,,bridge,,Z5857,A,25.6576809051282,88.9157999935897
18236,,.,,,20.93,,,,,,,,,,,,,,,,,,,,,,bridge,,Z5857,A,25.6606656321428,88.9147708678571
18237,Z5858-1,Rosulpur More-Golabari More,LRPS,0,0.0,LRPS,950,0.95,0.950,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,*  NS,road,[],Z5858,,25.5972497,88.9231382
18238,Z5901-1,Lalmonirhat (Mission More)-Fulbari,LRPS,0,0.0,LRP008,530,8.65,8.650,0.0,57.0,141.0,0.0,0.0,19.0,46.0,28.0,853.0,1080.0,1520.0,799.0,36.0,2224.0,2355.0,4579.0,4579.0,road,[],Z5901,,25.9118611,89.4339997
18239,,.,,,3.191,,,,,,,,,,,,,,,,,,,,,,bridge,,Z5901,A,25.9197759673469,89.4612029265306
18240,,.,,,3.478,,,,,,,,,,,,,,,,,,,,,,bridge,,Z5901,A,25.920035012098,89.4640870079632
18241,,,,,5.288,,,,,,,,,,,,,,,,,,,,,,bridge,,Z5901,B,25.9235887758389,89.4812758181208
18242,,.,,,5.288,,,,,,,,,,,,,,,,,,,,,,bridge,,Z5901,B,25.9235887758389,89.4812758181208
18243,,.,,,5.713,,,,,,,,,,,,,,,,,,,,,,bridge,,Z5901,A,25.9251382,89.4849163
18244,,.,,,6.361,,,,,,,,,,,,,,,,,,,,,,bridge,,Z5901,A,25.9254683541609,89.4920113777626
18245,,.,,,7.038,,,,,,,,,,,,,,,,,,,,,,bridge,,Z5901,A,25.9258274733333,89.497756324
18246,,.,,,7.443,,,,,,,,,,,,,,,,,,,,,,bridge,,Z5901,A,25.9281113130769,89.5008925592307
18247,,Ratni Bridge.,,,7.443,,,,,,,,,,,,,,,,,,,,,,bridge,,Z5901,D,25.9281113130769,89.5008925592307
18248,,.,,,7.914,,,,,,,,,,,,,,,,,,,,,,bridge,,Z5901,A,25.9315278296296,89.5028765253968
18249,,.,,,8.07,,,,,,,,,,,,,,,,,,,,,,bridge,,Z5901,A,25.9323991185185,89.503839515873
18250,Z5902-1,Shaptibari-Haragacha,LRPS,0,0.0,LRP005,366,5.366,5.366,1.0,38.0,34.0,0.0,0.0,0.0,0.0,19.0,415.0,618.0,1783.0,878.0,0.0,1125.0,2661.0,3786.0,3786.0,road,[],Z5902,,25.8977774,89.3961663
18251,,.,,,0.795,,,,,,,,,,,,,,,,,,,,,,bridge,,Z5902,A,25.8919997,89.3914997
18252,,.,,,1.94,,,,,,,,,,,,,,,,,,,,,,bridge,,Z5902,A,25.8837446661354,89.3846952685259
18253,,Kemani Bridge,,,2.64,,,,,,,,,,,,,,,,,,,,,,bridge,,Z5902,A,25.8791219058823,89.3809584588235
18254,,.,,,2.64,,,,,,,,,,,,,,,,,,,,,,bridge,,Z5902,A,25.8791219058823,89.3809584588235
18255,Z5903-1,Patgram-Int.with Z5904,LRPS,0,0.0,LRPS,925,0.925,0.925,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,*  NS,road,['Z5904'],Z5903,,26.3463608,89.0218604
18256,,.,,,0.137,,,,,,,,,,,,,,,,,,,,,,bridge,,Z5903,A,26.3463608,89.0204993
18257,Z5903-2,"Int.with Z5904-Angarpota,Lalmonirhat",LRPS,925,0.925,LRPE,0,18.1,17.175,0.0,25.0,34.0,0.0,0.0,2.0,0.0,0.0,377.0,395.0,412.0,256.0,0.0,833.0,668.0,1501.0,1501.0,road,['Z5904'],Z5903,,26.3464997,89.0126667
18258,,,,,1.549,,,,,,,,,,,,,,,,,,,,,,bridge,,Z5903,A,26.3466369197802,89.0065518494505
18259,,.,,,1.549,,,,,,,,,,,,,,,,,,,,,,bridge,,Z5903,A,26.3466369197802,89.0065518494505
18260,,.,,,2.412,,,,,,,,,,,,,,,,,,,,,,bridge,,Z5903,B,26.3416663,89.0031667
18261,,.,,,3.616,,,,,,,,,,,,,,,,,,,,,,bridge,,Z5903,A,26.3333686347008,89.0061366682051
18262,,,,,4.263,,,,,,,,,,,,,,,,,,,,,,bridge,,Z5903,A,26.3276534537906,89.0063540797834
18263,,.,,,4.263,,,,,,,,,,,,,,,,,,,,,,bridge,,Z5903,A,26.3276534537906,89.0063540797834
18264,,.,,,5.132,,,,,,,,,,,,,,,,,,,,,,bridge,,Z5903,A,26.3200632541353,89.0056163218045
18265,,.,,,6.698,,,,,,,,,,,,,,,,,,,,,,bridge,,Z5903,B,26.3075612296453,89.0002640665248
18266,,.,,,7.469,,,,,,,,,,,,,,,,,,,,,,bridge,,Z5903,A,26.3071663729411,88.9929000152941
18267,,.,,,7.974,,,,,,,,,,,,,,,,,,,,,,bridge,,Z5903,A,26.3046589221782,88.9896365425742
18268,,,,,7.974,,,,,,,,,,,,,,,,,,,,,,bridge,,Z5903,A,26.3046589221782,88.9896365425742
18269,,.,,,9.65,,,,,,,,,,,,,,,,,,,,,,bridge,,Z5903,B,26.2952325072727,88.9812947581818
18270,,.,,,10.721,,,,,,,,,,,,,,,,,,,,,,bridge,,Z5903,A,26.2916054647619,88.9719072580952
18271,,3 no. pipe,,,11.611,,,,,,,,,,,,,,,,,,,,,,bridge,,Z5903,A,26.2947793161904,88.9657163804762
18272,,.,,,12.92,,,,,,,,,,,,,,,,,,,,,,bridge,,Z5903,A,26.2976449220338,88.9540743771186
18273,,.,,,14.223,,,,,,,,,,,,,,,,,,,,,,bridge,,Z5903,A,26.3042730584158,88.9452778950495
18274,,.,,,16.455,,,,,,,,,,,,,,,,,,,,,,bridge,,Z5903,A,26.3202120457489,88.933935597031
18275,,.,,,16.682,,,,,,,,,,,,,,,,,,,,,,bridge,,Z5903,A,26.3220924696356,88.9334505645074
18276,Z5904-1,Patgram Bazar-Int.with Z5903,LRPS,0,0.0,LRPS,1580,1.58,1.580,33.0,437.0,226.0,113.0,1.0,85.0,47.0,53.0,362.0,707.0,735.0,788.0,0.0,2064.0,1523.0,3587.0,3587.0,road,['Z5903'],Z5904,,26.3398608,89.0253049
18277,,.,,,0.995,,,,,,,,,,,,,,,,,,,,,,bridge,,Z5904,A,26.3429162315789,89.0156099552631
18278,Z5904-2,Int.with Z5903-Baniapara more(int.with N509),LRPS,1580,1.58,LRPE,0,2.21,0.630,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,*  NS,road,"['Z5903', 'N509']",Z5904,,26.3464719,89.0127222
18279,,.,,,2.09,,,,,,,,,,,,,,,,,,,,,,bridge,,Z5904,A,26.35075,89.0130556
18280,Z5907-1,Lalmonirhat-Mogalhat,LRPS,0,0.0,LRP011,710,11.56,11.560,0.0,112.0,98.0,46.0,8.0,4.0,10.0,4.0,1085.0,1223.0,1538.0,851.0,8.0,2590.0,2397.0,4987.0,4987.0,road,[],Z5907,,25.90925,89.4168049
18281,,.,,,1.25,,,,,,,,,,,,,,,,,,,,,,bridge,,Z5907,A,25.91631944,89.42631599
18282,,.,,,1.61,,,,,,,,,,,,,,,,,,,,,,bridge,,Z5907,A,25.9189768729729,89.4284347675675
18283,,.,,,2.87,,,,,,,,,,,,,,,,,,,,,,bridge,,Z5907,A,25.9283851647696,89.4351646390243
18284,,,,,2.87,,,,,,,,,,,,,,,,,,,,,,bridge,,Z5907,C,25.9283851647696,89.4351646390243
18285,,.,,,2.96,,,,,,,,,,,,,,,,,,,,,,bridge,,Z5907,A,25.9290985142857,89.4355036428571
18286,,.,,,4.83,,,,,,,,,,,,,,,,,,,,,,bridge,,Z5907,A,25.9458133009999,89.436881604
18287,,.,,,6.79,,,,,,,,,,,,,,,,,,,,,,bridge,,Z5907,A,25.9629765076923,89.4387646384615
18288,,.,,,7.38,,,,,,,,,,,,,,,,,,,,,,bridge,,Z5907,B,25.9680636396226,89.4396533761006
18289,,,,,7.38,,,,,,,,,,,,,,,,,,,,,,bridge,,Z5907,C,25.9680636396226,89.4396533761006
18290,,.,,,7.57,,,,,,,,,,,,,,,,,,,,,,bridge,,Z5907,A,25.9696650169811,89.440035108805
18291,,.,,,8.07,,,,,,,,,,,,,,,,,,,,,,bridge,,Z5907,A,25.9741474888888,89.4407959666666
18292,,,,,8.07,,,,,,,,,,,,,,,,,,,,,,bridge,,Z5907,A,25.9741474888888,89.4407959666666
18293,,.,,,9.43,,,,,,,,,,,,,,,,,,,,,,bridge,,Z5907,A,25.984423225,89.44496495
18294,,.,,,10.61,,,,,,,,,,,,,,,,,,,,,,bridge,,Z5907,A,25.9920333928571,89.4521249642857
18295,Z6004-1,Puthia-Taherpur(Int.with Z6005),LRPS,0,0.0,LRP017,295,16.92,16.920,3.0,106.0,107.0,0.0,10.0,28.0,10.0,7.0,580.0,540.0,444.0,420.0,0.0,1391.0,864.0,2255.0,2255.0,road,['Z6005'],Z6004,,24.3716104,88.8414441
18296,,.,,,0.079,,,,,,,,,,,,,,,,,,,,,,bridge,,Z6004,B,24.3722953837618,88.8417323273342
18297,,.,,,1.042,,,,,,,,,,,,,,,,,,,,,,bridge,,Z6004,A,24.3802928414583,88.8452019125
18298,,.,,,2.042,,,,,,,,,,,,,,,,,,,,,,bridge,,Z6004,B,24.388322972,88.8491541
18299,,.,,,3.704,,,,,,,,,,,,,,,,,,,,,,bridge,,Z6004,C,24.4028525550649,88.8511192041558
18300,,.,,,7.544,,,,,,,,,,,,,,,,,,,,,,bridge,,Z6004,A,24.4359884021917,88.8601647208219
18301,,.,,,8.104,,,,,,,,,,,,,,,,,,,,,,bridge,,Z6004,D,24.440567132653,88.861752255102
18302,,.,,,9.282,,,,,,,,,,,,,,,,,,,,,,bridge,,Z6004,D,24.4510243125874,88.8631952388112
18303,,.,,,9.919,,,,,,,,,,,,,,,,,,,,,,bridge,,Z6004,C,24.4568599716762,88.8631389
18304,,.,,,10.516,,,,,,,,,,,,,,,,,,,,,,bridge,,Z6004,A,24.4619511201331,88.8618638595673
18305,,.,,,11.554,,,,,,,,,,,,,,,,,,,,,,bridge,,Z6004,A,24.4703193423349,88.8583794969339
18306,,.,,,11.974,,,,,,,,,,,,,,,,,,,,,,bridge,,Z6004,A,24.4736283237623,88.8567796762376
18307,,.,,,12.363,,,,,,,,,,,,,,,,,,,,,,bridge,,Z6004,D,24.4764184686648,88.8544583945504
18308,,.,,,13.028,,,,,,,,,,,,,,,,,,,,,,bridge,,Z6004,C,24.481756284153,88.851728893989
18309,,.,,,13.358,,,,,,,,,,,,,,,,,,,,,,bridge,,Z6004,C,24.4842734333333,88.8500605857142
18310,,.,,,14.075,,,,,,,,,,,,,,,,,,,,,,bridge,,Z6004,A,24.4900691325942,88.8488631687361
18311,,.,,,14.248,,,,,,,,,,,,,,,,,,,,,,bridge,,Z6004,C,24.4915992123595,88.8488504483146
18312,,.,,,14.492,,,,,,,,,,,,,,,,,,,,,,bridge,,Z6004,C,24.4934977525862,88.8477041241379
18313,,.,,,15.164,,,,,,,,,,,,,,,,,,,,,,bridge,,Z6004,D,24.4992966179856,88.8470228258992
18314,,.,,,15.725,,,,,,,,,,,,,,,,,,,,,,bridge,,Z6004,C,24.5041762271523,88.8478451523178
18315,,.,,,15.807,,,,,,,,,,,,,,,,,,,,,,bridge,,Z6004,D,24.5048936913043,88.8481325391304
18316,,.,,,16.005,,,,,,,,,,,,,,,,,,,,,,bridge,,Z6004,A,24.5119134273584,88.8486968990566
18317,,Murgadah bridge.,,,16.461,,,,,,,,,,,,,,,,,,,,,,bridge,,Z6004,A,24.511799020909,88.8494149793181
18318,,Murgadah Bridge,,,16.461,,,,,,,,,,,,,,,,,,,,,,bridge,,Z6004,A,24.511799020909,88.8494149793181
18319,Z6004-2,Taherpur(Int.with Z6005)-Bagmara,LRP017,295,16.92,LRPE,0,26.325,9.405,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,*  NS,road,['Z6005'],Z6004,,24.5145556,88.849083
18320,,Taherpur bridge.,,,17.47,,,,,,,,,,,,,,,,,,,,,,bridge,,Z6004,A,24.5186129454545,88.8472976272727
18321,,Taherpur Bridge,,,17.47,,,,,,,,,,,,,,,,,,,,,,bridge,,Z6004,C,24.5186129454545,88.8472976272727
18322,,.,,,24.027,,,,,,,,,,,,,,,,,,,,,,bridge,,Z6004,A,24.5646364456488,88.8264486601526
18323,Z6005-1,Sahibpur -Taherpur,LRPS,0,0.0,LRP024,35,22.92,22.920,0.0,108.0,119.0,3.0,9.0,23.0,13.0,10.0,1178.0,1000.0,877.0,338.0,0.0,2463.0,1215.0,3678.0,3678.0,road,[],Z6005,,24.3813604,88.7702216
18324,,.,,,1.294,,,,,,,,,,,,,,,,,,,,,,bridge,,Z6005,A,24.3925531068965,88.7733483544827
18325,,.,,,2.388,,,,,,,,,,,,,,,,,,,,,,bridge,,Z6005,A,24.4021438415,88.775462637
18326,,.,,,2.59,,,,,,,,,,,,,,,,,,,,,,bridge,,Z6005,A,24.4040278,88.7763327
18327,,.,,,2.941,,,,,,,,,,,,,,,,,,,,,,bridge,,Z6005,A,24.4067273862903,88.7776431943548
18328,,.,,,3.334,,,,,,,,,,,,,,,,,,,,,,bridge,,Z6005,B,24.4102683746987,88.7783788289156
18329,,.,,,3.498,,,,,,,,,,,,,,,,,,,,,,bridge,,Z6005,A,24.4114676895287,88.7787512471204
18330,,.,,,3.602,,,,,,,,,,,,,,,,,,,,,,bridge,,Z6005,B,24.4125623931506,88.7787801465753
18331,,.,,,4.232,,,,,,,,,,,,,,,,,,,,,,bridge,,Z6005,B,24.4157268104347,88.7741619243478
18332,,.,,,4.917,,,,,,,,,,,,,,,,,,,,,,bridge,,Z6005,C,24.4182022117391,88.7681139147826
18333,,.,,,5.677,,,,,,,,,,,,,,,,,,,,,,bridge,,Z6005,A,24.4246311469153,88.7692002799139
18334,,Raipara Bridge,,,5.677,,,,,,,,,,,,,,,,,,,,,,bridge,,Z6005,C,24.4246311469153,88.7692002799139
18335,,.,,,6.874,,,,,,,,,,,,,,,,,,,,,,bridge,,Z6005,A,24.4346207173814,88.7676378765237
18336,,.,,,7.027,,,,,,,,,,,,,,,,,,,,,,bridge,,Z6005,A,24.435838555,88.7669312599999
18337,,.,,,7.839,,,,,,,,,,,,,,,,,,,,,,bridge,,Z6005,C,24.4428089192307,88.7654747999999
18338,,Durgapur Bridge.,,,8.37,,,,,,,,,,,,,,,,,,,,,,bridge,,Z6005,D,24.4456008464088,88.7631347867403
18339,,.,,,9.264,,,,,,,,,,,,,,,,,,,,,,bridge,,Z6005,C,24.4513638186495,88.7598477308681
18340,,.,,,9.595,,,,,,,,,,,,,,,,,,,,,,bridge,,Z6005,C,24.4542222190476,88.7601296619047
18341,,.,,,9.752,,,,,,,,,,,,,,,,,,,,,,bridge,,Z6005,C,24.4553012820512,88.7608121326923
18342,,.,,,10.966,,,,,,,,,,,,,,,,,,,,,,bridge,,Z6005,C,24.4633306944615,88.7667036658461
18343,,.,,,11.054,,,,,,,,,,,,,,,,,,,,,,bridge,,Z6005,A,24.4639506863636,88.7670826363636
18344,,Sluice Gate,,,11.666,,,,,,,,,,,,,,,,,,,,,,bridge,,Z6005,B,24.4688521630681,88.7686764443181
18345,,.,,,13.183,,,,,,,,,,,,,,,,,,,,,,bridge,,Z6005,A,24.480916,88.772666
18346,,.,,,13.407,,,,,,,,,,,,,,,,,,,,,,bridge,,Z6005,A,24.4818379554054,88.7744410396396
18347,,.,,,13.768,,,,,,,,,,,,,,,,,,,,,,bridge,,Z6005,A,24.4836010970822,88.7768470514588
18348,,.,,,13.991,,,,,,,,,,,,,,,,,,,,,,bridge,,Z6005,A,24.4841731719101,88.7788975966292
18349,,.,,,14.896,,,,,,,,,,,,,,,,,,,,,,bridge,,Z6005,B,24.4842219,88.7872463643171
18350,,.,,,17.365,,,,,,,,,,,,,,,,,,,,,,bridge,,Z6005,A,24.489012724,88.809018624
18351,,.,,,17.847,,,,,,,,,,,,,,,,,,,,,,bridge,,Z6005,D,24.4905846306,88.8132113388
18352,,Sluice Gate.,,,18.832,,,,,,,,,,,,,,,,,,,,,,bridge,,Z6005,A,24.4946707195519,88.8217350918533
18353,,.,,,21.015,,,,,,,,,,,,,,,,,,,,,,bridge,,Z6005,C,24.5095062625,88.833200115
18354,Z6006-1,Baneswar-Sarda Bazar (int.with Z6018),LRPS,0,0.0,LRP008,552,8.576,8.576,0.0,420.0,349.0,0.0,70.0,92.0,42.0,72.0,1382.0,1509.0,1437.0,738.0,0.0,3936.0,2175.0,6111.0,6111.0,road,['Z6018'],Z6006,,24.366666,88.7550278
18355,,.,,,0.012,,,,,,,,,,,,,,,,,,,,,,bridge,,Z6006,A,24.3665592345762,88.7550328847457
18356,,.,,,0.589,,,,,,,,,,,,,,,,,,,,,,bridge,,Z6006,C,24.3614255971186,88.7552773762712
18357,,Baneswar Bridge,,,0.589,,,,,,,,,,,,,,,,,,,,,,bridge,,Z6006,D,24.3614255971186,88.7552773762712
18358,,.,,,2.956,,,,,,,,,,,,,,,,,,,,,,bridge,,Z6006,C,24.3419526247619,88.7480566991534
18359,,.,,,3.791,,,,,,,,,,,,,,,,,,,,,,bridge,,Z6006,A,24.3356202960465,88.7441435095348
18360,,.,,,4.958,,,,,,,,,,,,,,,,,,,,,,bridge,,Z6006,C,24.3255549,88.740833
18361,,.,,,5.528,,,,,,,,,,,,,,,,,,,,,,bridge,,Z6006,C,24.3206274112403,88.7391448445736
18362,,.,,,5.821,,,,,,,,,,,,,,,,,,,,,,bridge,,Z6006,A,24.3180465418367,88.7383294571428
18363,,.,,,6.294,,,,,,,,,,,,,,,,,,,,,,bridge,,Z6006,A,24.314,88.736833
18364,,.,,,8.012,,,,,,,,,,,,,,,,,,,,,,bridge,,Z6006,C,24.3003290307692,88.7352304461538
18365,,.,,,8.133,,,,,,,,,,,,,,,,,,,,,,bridge,,Z6006,A,24.2997269536363,88.7361312763636
18366,Z6006-2,Sarda Bazar (int.with Z6018)-Bagha(int.with Z6019),LRP008,552,8.576,LRP026,934,26.971,18.395,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,*  NS,road,"['Z6018', 'Z6019']",Z6006,,24.2978886,88.7401108
18367,,.,,,9.268,,,,,,,,,,,,,,,,,,,,,,bridge,,Z6006,A,24.2944585536585,88.7452658829268
18368,,Sluice Gate,,,10.524,,,,,,,,,,,,,,,,,,,,,,bridge,,Z6006,A,24.2848027148437,88.7511960617187
18369,,.,,,11.01,,,,,,,,,,,,,,,,,,,,,,bridge,,Z6006,A,24.2806099633928,88.7518799709821
18370,,.,,,11.664,,,,,,,,,,,,,,,,,,,,,,bridge,,Z6006,A,24.2758192228125,88.7544642140625
