,Road,Name,LRP,Offset,Chainage,LRP_2,Offset_2,Chainage_2,(Km),Heavy Truck,Medium Truck,Small Truck,Large Bus,Medium Bus,Micro Bus,Utility,Car,Auto Rickshaw,Motor Cycle,Bi-Cycle,Cycle Rickshaw,Cart,Motorized,Non Motorized,Total AADT,(AADT),type,identified_roads,base_road,condition,lat,lon
187,,BALUJURI BOX CULVERT,,,117.269,,,,,,,,,,,,,,,,,,,,,,bridge,,N1,B,23.2429040619631,91.3119739539877
188,,BALUZURI 2 CULVERT,,,117.627,,,,,,,,,,,,,,,,,,,,,,bridge,,N1,A,23.2397920309669,91.3125740860465
189,,KALIR BAZAR BOX CULVERT,,,118.049,,,,,,,,,,,,,,,,,,,,,,bridge,,N1,A,23.2360759516523,91.3129901976744
190,,KALIA BAZER BOC CULVERT,,,118.856,,,,,,,,,,,,,,,,,,,,,,bridge,,N1,B,23.2289195919642,91.3134220678571
191,,CHAUDDAGARAM BOX CULVERT,,,119.19,,,,,,,,,,,,,,,,,,,,,,bridge,,N1,B,23.2259184472573,91.3135697177215
192,,CHADDAGRAM BAZAR BOX CULVERT,,,119.628,,,,,,,,,,,,,,,,,,,,,,bridge,,N1,A,23.2220338977777,91.3137005933333
194,N1-25R,Chauddagram(Int.with Z1045)-Md. Ali bazar (Int.with Z1031) (Right),LRP105,17450,119.698,LRP142,230,138.869,19.171,398.0,3838.0,863.0,780.0,314.0,674.0,306.0,589.0,760.0,353.0,36.0,115.0,0.0,8875.0,151.0,9026.0,9026.0,road,"['Z1045', 'Z1031']",N1,,23.221416,91.3137222
195,,HAYDAR POLE BOX CULVERT,,,120.634,,,,,,,,,,,,,,,,,,,,,,bridge,,N1,B,23.2131955721448,91.3153497403899
196,,FALGUNCORA CULVERT,,,121.567,,,,,,,,,,,,,,,,,,,,,,bridge,,N1,A,23.2050386287937,91.3163167282749
197,,ATTOCK GRAM BOX CULVERT,,,122.603,,,,,,,,,,,,,,,,,,,,,,bridge,,N1,A,23.1961887953757,91.3176705069364
198,,BOSONTA PUR BOX CULVERT,,,123.681,,,,,,,,,,,,,,,,,,,,,,bridge,,N1,C,23.1874350254302,91.3209051317399
199,,BASHONTA PUR (2),,,124.346,,,,,,,,,,,,,,,,,,,,,,bridge,,N1,B,23.1817958149837,91.3208787514658
200,,NANKORA BOX CULVERT,,,125.41,,,,,,,,,,,,,,,,,,,,,,bridge,,N1,B,23.1726272318681,91.3205774642857
201,,ANDAJER BAZER BOX CULVERT,,,126.448,,,,,,,,,,,,,,,,,,,,,,bridge,,N1,A,23.1635138669191,91.3215889464646
202,,DIMATOLI (1) BOX CULVERT,,,127.673,,,,,,,,,,,,,,,,,,,,,,bridge,,N1,B,23.1527364949367,91.3243178772152
203,,DIMATOLY (2) BOX CULVERT,,,128.767,,,,,,,,,,,,,,,,,,,,,,bridge,,N1,B,23.1436667679334,91.3266680470308
204,,JAGARNATHPUR BOX CULVERT,,,129.291,,,,,,,,,,,,,,,,,,,,,,bridge,,N1,B,23.1389893200345,91.3263585348877
205,,JAGOT PUR BOX CULVERT,,,129.955,,,,,,,,,,,,,,,,,,,,,,bridge,,N1,B,23.1332639685968,91.327546416481
206,,HASO BOTHACH BOX CULVERT,,,130.912,,,,,,,,,,,,,,,,,,,,,,bridge,,N1,A,23.1252363577777,91.3303863688888
207,,FOKIR BAZAR SLAB CULVERT,,,131.577,,,,,,,,,,,,,,,,,,,,,,bridge,,N1,B,23.1196973774193,91.3328165129032
208,,KAKKARA CULVERT,,,132.079,,,,,,,,,,,,,,,,,,,,,,bridge,,N1,B,23.1158251554,91.335094485
209,,Chanara Box Culvert,,,133.155,,,,,,,,,,,,,,,,,,,,,,bridge,,N1,A,23.1074284451388,91.3400495436111
210,,CHANGARPULL(II) BOX CULVERT,,,133.873,,,,,,,,,,,,,,,,,,,,,,bridge,,N1,B,23.1017563206521,91.343162998913
211,,ADONCORA,,,134.426,,,,,,,,,,,,,,,,,,,,,,bridge,,N1,B,23.0973512527272,91.3454956309091
212,,PODOYA BOX CULVERT,,,134.974,,,,,,,,,,,,,,,,,,,,,,bridge,,N1,A,23.0930298369186,91.3478308386627
213,,FOEALTPARA BOX CULVERT,,,135.723,,,,,,,,,,,,,,,,,,,,,,bridge,,N1,B,23.0870753710144,91.3512101492753
214,,UTTOR KAIEATI CULVERT,,,136.375,,,,,,,,,,,,,,,,,,,,,,bridge,,N1,A,23.0819909531309,91.3541811474383
215,,KOKALI BOX CULVERT,,,136.899,,,,,,,,,,,,,,,,,,,,,,bridge,,N1,B,23.0779647046997,91.3566005031331
216,,DUTHOSHA BOX CULVERT,,,137.856,,,,,,,,,,,,,,,,,,,,,,bridge,,N1,B,23.070198184,91.3603022
218,N1-26R,Md. Ali bazar (Int.with Z1031)-Int.with Z1031 (Right),LRP142,230,138.869,LRP143,500,140.251,1.382,398.0,3838.0,863.0,780.0,314.0,674.0,306.0,589.0,760.0,353.0,36.0,115.0,0.0,8875.0,151.0,9026.0,9026.0,road,"['Z1031', 'Z1031']",N1,,23.0614722,91.3616667
219,,MOHAMMAD ALI MAZAR,,,138.953,,,,,,,,,,,,,,,,,,,,,,bridge,,N1,B,23.0607473333333,91.3618624619047
221,N1-27R,Int.with Z1031 - Elahiganj (Feni) Z1030 (Right),LRP143,500,140.251,LRP146,240,143.034,2.783,728.0,4991.0,1253.0,2234.0,667.0,1164.0,249.0,813.0,1676.0,426.0,148.0,235.0,0.0,14201.0,383.0,14584.0,14584.0,road,"['Z1031', 'Z1030']",N1,,23.0479441,91.3651389
222,,FATAPUR BOX CULVERT,,,141.531,,,,,,,,,,,,,,,,,,,,,,bridge,,N1,A,23.0379728055555,91.3656784724359
223,,DEBIPUR SLAB CULVERT,,,142.793,,,,,,,,,,,,,,,,,,,,,,bridge,,N1,A,23.0269801170731,91.3655004839721
225,N1-28R,Elahiganj (Feni) Z1030- Feni (Int.with N104) (Right),LRP146,240,143.034,LRP147,1614,145.409,2.375,626.0,4617.0,1156.0,1923.0,588.0,791.0,216.0,716.0,1212.0,331.0,92.0,228.0,0.0,12176.0,320.0,12496.0,12496.0,road,"['Z1030', 'N104']",N1,,23.0248327,91.3655278
226,,CHARIPUR CULVERT.,,,144.939,,,,,,,,,,,,,,,,,,,,,,bridge,,N1,A,23.0124048410423,91.3779796149837
228,N1-29R,Feni (Int.with N104) - Feni Shahid Minar (Int.with Z1034) (Right),LRP147,1614,145.409,LRP152,448,149.289,3.880,350.0,5976.0,1656.0,1618.0,669.0,1185.0,355.0,1071.0,1266.0,409.0,96.0,196.0,0.0,14555.0,292.0,14847.0,14847.0,road,"['N104', 'Z1034']",N1,,23.0095556,91.3813604
229,,RAMPUR BOX CULVERT,,,147.296,,,,,,,,,,,,,,,,,,,,,,bridge,,N1,A,22.999248756,91.3957752
230,,RAMPUR BRIDGE,,,148.151,,,,,,,,,,,,,,,,,,,,,,bridge,,N1,A,22.9947280792802,91.4022894900763
231,,Rampur Bridge(L),,,148.151,,,,,,,,,,,,,,,,,,,,,,bridge,,N1,B,22.9947280792802,91.4022894900763
232,,Rampur Bridge(R),,,148.174,,,,,,,,,,,,,,,,,,,,,,bridge,,N1,A,22.9945936133042,91.4024539137404
233,,.,,,148.495,,,,,,,,,,,,,,,,,,,,,,bridge,,N1,A,22.9927169359869,91.4047486961832
235,N1-30R,Feni Shahid Minar( Int.with Z1034)-Fazilpur (Z1081) (Right),LRP152,448,149.289,LRP160,738,157.685,8.396,437.0,5132.0,981.0,1477.0,239.0,613.0,235.0,833.0,847.0,187.0,200.0,141.0,0.0,10981.0,341.0,11322.0,11322.0,road,"['Z1034', 'Z1081']",N1,,22.9877774,91.41
236,,Lemua Bridge(L),,,153.843,,,,,,,,,,,,,,,,,,,,,,bridge,,N1,C,22.9614487369369,91.4429962027027
237,,LAMUA BRIDGE,,,153.843,,,,,,,,,,,,,,,,,,,,,,bridge,,N1,B,22.9614487369369,91.4429962027027
239,N1-31R,Fazilpur Z1081 - Muhuriganj Z1032 (Right),LRP160,738,157.685,LRP164,619,161.582,3.897,350.0,5976.0,1656.0,1618.0,669.0,1185.0,355.0,1071.0,1266.0,409.0,96.0,196.0,0.0,14555.0,292.0,14847.0,14847.0,road,"['Z1081', 'Z1032']",N1,,22.9483608,91.4761382
240,,FAZAILPUR BOXCULVERT,,,158.031,,,,,,,,,,,,,,,,,,,,,,bridge,,N1,A,22.9486038666666,91.4794993833333
241,,MUHURI BRIDGE,,,160.379,,,,,,,,,,,,,,,,,,,,,,bridge,,N1,B,22.9496126090047,91.502066899526
242,,Muhuri Bridge(L),,,160.379,,,,,,,,,,,,,,,,,,,,,,bridge,,N1,B,22.9496126090047,91.502066899526
244,N1-32R,Muhuriganj Z1032-Baraiyerhat R151 (Right),LRP164,619,161.582,LRP164,6720,167.683,6.101,376.0,4095.0,978.0,1358.0,526.0,765.0,277.0,770.0,2304.0,292.0,75.0,282.0,0.0,11741.0,357.0,12098.0,12098.0,road,"['Z1032', 'R151']",N1,,22.9439441,91.5108611
245,,DumGhat Bridge(L),,,165.183,,,,,,,,,,,,,,,,,,,,,,bridge,,N1,A,22.9149647061403,91.5262895350877
246,,DHOOM GHAT PC GIRDER,,,165.183,,,,,,,,,,,,,,,,,,,,,,bridge,,N1,B,22.9149647061403,91.5262895350877
247,,BUMGAT BOXCULVERT,,,165.825,,,,,,,,,,,,,,,,,,,,,,bridge,,N1,A,22.9097128884012,91.5289285034482
248,,BOROYAR PARA SLUB CULVERT,,,166.479,,,,,,,,,,,,,,,,,,,,,,bridge,,N1,A,22.9042462955223,91.5316297776119
250,N1-33R,Baraiyerhat R151- Mirersarai Z1021 (Right),LRP164,6720,167.683,LRP164,20501,181.464,13.781,376.0,4095.0,978.0,1358.0,526.0,765.0,277.0,770.0,2304.0,292.0,75.0,282.0,0.0,11741.0,357.0,12098.0,12098.0,road,"['R151', 'Z1021']",N1,,22.8939997,91.5346941
251,,BAROYARHAT BOX CULVERT,,,167.963,,,,,,,,,,,,,,,,,,,,,,bridge,,N1,A,22.8916386,91.5354719
252,,UTTOR SONAPAR BOX CULVERT,,,169.933,,,,,,,,,,,,,,,,,,,,,,bridge,,N1,A,22.8746986941176,91.5408836647058
253,,CHAIRMEN BARI BOX CULVERT,,,170.174,,,,,,,,,,,,,,,,,,,,,,bridge,,N1,A,22.872722034892,91.5415958766187
254,,MADDAM SONAPAR(1) BOX CULVERT,,,170.725,,,,,,,,,,,,,,,,,,,,,,bridge,,N1,A,22.8680563702127,91.5432963340425
255,,DHARBAR TILA CULVERT,,,171.554,,,,,,,,,,,,,,,,,,,,,,bridge,,N1,A,22.8609876872509,91.5451551717131
256,,MADDUM SONAPHAR-3,,,171.728,,,,,,,,,,,,,,,,,,,,,,bridge,,N1,A,22.8594847882591,91.5454799987854
257,,MAMAFOUN ASTANA CULVERT,,,172.122,,,,,,,,,,,,,,,,,,,,,,bridge,,N1,A,22.8560565672727,91.5457188709091
258,,MAMAFAKIR ASTANA SLAB CULVERT,,,172.23,,,,,,,,,,,,,,,,,,,,,,bridge,,N1,A,22.8551475327433,91.5458221849557
259,,MASTANNAGOR BONCUL(1),,,172.969,,,,,,,,,,,,,,,,,,,,,,bridge,,N1,A,22.8486172764705,91.5463706117647
260,,MUSTAU NOGAR(2),,,173.35,,,,,,,,,,,,,,,,,,,,,,bridge,,N1,A,22.8453914894736,91.5474689210526
261,,MASTARI HAGOR 3 CULVERT,,,173.585,,,,,,,,,,,,,,,,,,,,,,bridge,,N1,A,22.8434551375,91.54814955625
262,,MUSTAN NAGAR -4,,,173.859,,,,,,,,,,,,,,,,,,,,,,bridge,,N1,A,22.8410943334277,91.5488096951841
263,,RAIPUR BOX CUL-1,,,174.804,,,,,,,,,,,,,,,,,,,,,,bridge,,N1,A,22.8327467692419,91.5501035014577
264,,RAIPUR (2) BOX CULVERT,,,175.013,,,,,,,,,,,,,,,,,,,,,,bridge,,N1,A,22.8309613422018,91.5505028545871
265,,PURPU DURGAPURE BOX CUL,,,175.785,,,,,,,,,,,,,,,,,,,,,,bridge,,N1,C,22.8243706577981,91.5526915454128
266,,MUCHIPOOL CULVERT,,,177.247,,,,,,,,,,,,,,,,,,,,,,bridge,,N1,B,22.811563437647,91.5562562129411
267,,MIRSARAI BOX CUL,,,179.363,,,,,,,,,,,,,,,,,,,,,,bridge,,N1,A,22.7941813523326,91.5629612622718
268,,MIRAISORI BRIDGE,,,180.85,,,,,,,,,,,,,,,,,,,,,,bridge,,N1,B,22.7821968918511,91.5691025661971
270,N1-34R,Mirersarai Z1021 - Baroirdala Z1086 (Right),LRP164,20501,181.464,LRP197,1120,194.603,13.139,376.0,4095.0,978.0,1358.0,526.0,765.0,277.0,770.0,2304.0,292.0,75.0,282.0,0.0,11741.0,357.0,12098.0,12098.0,road,"['Z1021', 'Z1086']",N1,,22.7771104,91.5713327
271,,Mirsorai(2) box culvert,,,181.825,,,,,,,,,,,,,,,,,,,,,,bridge,,N1,A,22.774197092,91.5728737519999
272,,IANAINIPOL BOX CULVERT.,,,182.318,,,,,,,,,,,,,,,,,,,,,,bridge,,N1,A,22.770251666098,91.5750905211087
273,,BOKIMTOLA BOX CULVERT,,,183.296,,,,,,,,,,,,,,,,,,,,,,bridge,,N1,A,22.7630626913907,91.5804538821192
274,,VARTAKA BOX CULVERT,,,184.654,,,,,,,,,,,,,,,,,,,,,,bridge,,N1,A,22.7535653245121,91.5886004236585
275,,VARTAGIA BOX CULVERT,,,185.058,,,,,,,,,,,,,,,,,,,,,,bridge,,N1,A,22.7506393495689,91.5908840370689
276,,BOTHAGIA (-3) BOX CULVERT,,,185.842,,,,,,,,,,,,,,,,,,,,,,bridge,,N1,B,22.7445136523437,91.5943998915364
277,,NIAZAMPUR BOX CULVERT,,,188.35,,,,,,,,,,,,,,,,,,,,,,bridge,,N1,A,22.723316755473,91.6024331404452
278,,MIRJAPUR BOX CULVERT,,,189.058,,,,,,,,,,,,,,,,,,,,,,bridge,,N1,A,22.7178243865384,91.6057623307692
279,,MIRZAPUR (2) BOX CULVERT,,,189.13,,,,,,,,,,,,,,,,,,,,,,bridge,,N1,A,22.7172707342307,91.6061084846153
280,,ISAMATI BOX CULVERT,,,189.58,,,,,,,,,,,,,,,,,,,,,,bridge,,N1,C,22.7138727382812,91.6082352218749
281,,DUKHIN UTHPAR BOX CULVERT,,,191.107,,,,,,,,,,,,,,,,,,,,,,bridge,,N1,A,22.701816503937,91.6149734608923
282,,VANGGARPOL BOX CULVERT,,,192.408,,,,,,,,,,,,,,,,,,,,,,bridge,,N1,A,22.6912517148148,91.6201690574074
283,,BORO KAMALDA BOX CULVERT,,,192.95,,,,,,,,,,,,,,,,,,,,,,bridge,,N1,A,22.6868697647058,91.6220385823529
284,,TARAT BOX CULVERT,,,194.149,,,,,,,,,,,,,,,,,,,,,,bridge,,N1,A,22.6769772991044,91.6268169453731
286,N1-35R,Baroirdala Z1086- Barabkunda Z1087 (Right),LRP197,1120,194.603,LRP209,486,206.402,11.799,1217.0,5230.0,1456.0,1648.0,654.0,843.0,247.0,775.0,2735.0,415.0,109.0,350.0,0.0,15220.0,459.0,15679.0,15679.0,road,"['Z1086', 'Z1087']",N1,,22.6733049,91.6280827
287,,Tarial Bazar Culvert,,,194.998,,,,,,,,,,,,,,,,,,,,,,bridge,,N1,A,22.6699594391304,91.6293531695652
288,,MIRJA PUR (3) BOX CULVERT,,,195.501,,,,,,,,,,,,,,,,,,,,,,bridge,,N1,A,22.6657838981081,91.6311293581081
289,,SATU DURUAR HAT BOX CULVERT,,,196.038,,,,,,,,,,,,,,,,,,,,,,bridge,,N1,A,22.6615956814814,91.6335257425926
290,,RONA SORA CULVERT,,,196.925,,,,,,,,,,,,,,,,,,,,,,bridge,,N1,A,22.6547124294117,91.6379261764705
291,,NUNA CHARA BOX CULVERT,,,197.39,,,,,,,,,,,,,,,,,,,,,,bridge,,N1,A,22.6510709547445,91.6400341194647
292,,BOTTOL BOX CULVERT,,,197.846,,,,,,,,,,,,,,,,,,,,,,bridge,,N1,A,22.6474561112311,91.6419171170626
293,,KACHAI PATH BOX CULVERT,,,199.279,,,,,,,,,,,,,,,,,,,,,,bridge,,N1,A,22.636096590965,91.648209240657
294,,KACHAI POTTI BOX CULVERT,,,199.502,,,,,,,,,,,,,,,,,,,,,,bridge,,N1,A,22.6343285718685,91.6492077265913
295,,EGOL PUR BOX CULVERT,,,200.277,,,,,,,,,,,,,,,,,,,,,,bridge,,N1,A,22.6281666352941,91.6527578258312
296,,UTTOR SITAKONDO BAZAR BOX CULVERT,,,200.575,,,,,,,,,,,,,,,,,,,,,,bridge,,N1,B,22.6258323373493,91.6541857554217
297,,SITAKUNDA SLAB,,,200.918,,,,,,,,,,,,,,,,,,,,,,bridge,,N1,A,22.6230461711711,91.6554672531531
298,,MOHADAB PUR BOX CULVERT,,,201.52,,,,,,,,,,,,,,,,,,,,,,bridge,,N1,A,22.6177563490118,91.6580589438735
299,,PURBOMOHADAB PUR SLAB CULVERT(L),,,201.999,,,,,,,,,,,,,,,,,,,,,,bridge,,N1,A,22.6149899686274,91.6602670503268
300,,DULAHAJRA(R),,,201.999,,,,,,,,,,,,,,,,,,,,,,bridge,,N1,A,22.6149899686274,91.6602670503268
301,,MADICAL MORE CULVERT,,,202.435,,,,,,,,,,,,,,,,,,,,,,bridge,,N1,A,22.6117556741935,91.6625686731182
302,,DOKHIN MOHADEB PUR BOX CULVERT,,,203.457,,,,,,,,,,,,,,,,,,,,,,bridge,,N1,A,22.6038394411764,91.6673745588235
303,,KALIAVA BOX CULVERT,,,203.651,,,,,,,,,,,,,,,,,,,,,,bridge,,N1,B,22.6023506949579,91.6683367336134
304,,SKM BOX CULVERT(1),,,204.342,,,,,,,,,,,,,,,,,,,,,,bridge,,N1,B,22.5971665766519,91.671819207489
305,,HATILOTA BOX CULVERT,,,204.765,,,,,,,,,,,,,,,,,,,,,,bridge,,N1,A,22.5938881803921,91.6738889367647
306,,BAROCONDO BRIDGE,,,205.615,,,,,,,,,,,,,,,,,,,,,,bridge,,N1,C,22.5870350167767,91.6770444686922
307,,BAROGINDO CULVERT,,,206.3,,,,,,,,,,,,,,,,,,,,,,bridge,,N1,A,22.5815086746355,91.6795390413994
309,N1-36R,Barabkunda Z1087-Fouzderhat Z1016 (Right),LRP209,486,206.402,LRP225,6400,228.406,22.004,1217.0,5230.0,1456.0,1648.0,654.0,843.0,247.0,775.0,2735.0,415.0,109.0,350.0,0.0,15220.0,459.0,15679.0,15679.0,road,"['Z1087', 'Z1016']",N1,,22.580666,91.6799438
310,,BARO-CUNDHOW BOX CULVERT,,,206.866,,,,,,,,,,,,,,,,,,,,,,bridge,,N1,A,22.5767930229508,91.68162274153
311,,PHPMORE BON CULVERT,,,207.64,,,,,,,,,,,,,,,,,,,,,,bridge,,N1,A,22.5702905930578,91.6840096656198
312,,CHARA KANDI BOX CULVERT,,,207.913,,,,,,,,,,,,,,,,,,,,,,bridge,,N1,A,22.5679968064462,91.6846866604958
313,,R. R TEXTAIL BOX CULVERT,,,208.1,,,,,,,,,,,,,,,,,,,,,,bridge,,N1,A,22.5664212916363,91.6851826636363
314,,OHIDPUR BOX CULVERT,,,209.024,,,,,,,,,,,,,,,,,,,,,,bridge,,N1,A,22.5585210862619,91.687506242492
315,,BARSH BARIA BRIDGE,,,209.514,,,,,,,,,,,,,,,,,,,,,,bridge,,N1,B,22.5543319776357,91.6887963149094
316,,SOUTH BALSH KHALI BOX CULVERT,,,210.476,,,,,,,,,,,,,,,,,,,,,,bridge,,N1,A,22.5467727210909,91.6926260603636
317,,DOKHIN BASH-KHALI BOX CULVERT,,,210.776,,,,,,,,,,,,,,,,,,,,,,bridge,,N1,A,22.5444897756363,91.6941310785454
318,,SOTTANA MONDIR CULVERT,,,211.433,,,,,,,,,,,,,,,,,,,,,,bridge,,N1,A,22.5390300234693,91.6965452744898
319,,GULAM JUTE MILE BOX CULVERT,,,212.483,,,,,,,,,,,,,,,,,,,,,,bridge,,N1,A,22.5303678038461,91.7004641228571
320,,KYSTELGATE ARCH,,,213.386,,,,,,,,,,,,,,,,,,,,,,bridge,,N1,B,22.5229359167189,91.7038366163009
321,,Chotokumir Bridge,,,214.807,,,,,,,,,,,,,,,,,,,,,,bridge,,N1,A,22.5113471164122,91.7087907889313
322,,BORO KUMIRA BRIDGE,,,214.807,,,,,,,,,,,,,,,,,,,,,,bridge,,N1,C,22.5113471164122,91.7087907889313
323,,ROYL CIMINT GATE CULVETRT,,,215.467,,,,,,,,,,,,,,,,,,,,,,bridge,,N1,A,22.5060220437735,91.7112848218867
324,,GORA MARA RCC GIRDER BRIDGE,,,216.196,,,,,,,,,,,,,,,,,,,,,,bridge,,N1,A,22.5000858335766,91.7141504905109
325,,GORA MARI BOX CULVERT,,,217.377,,,,,,,,,,,,,,,,,,,,,,bridge,,N1,B,22.4904405976324,91.7182726733934
326,,BARAOWLLA BOX CULVERT,,,217.942,,,,,,,,,,,,,,,,,,,,,,bridge,,N1,A,22.4855480068965,91.7195309517241
327,,MUDDO SONAISORI BRIDGE,,,218.441,,,,,,,,,,,,,,,,,,,,,,bridge,,N1,B,22.4811642144766,91.7203633632516
328,,Baro Aulia,,,218.441,,,,,,,,,,,,,,,,,,,,,,bridge,,N1,D,22.4811642144766,91.7203633632516
329,,HATIBORI BOX CULVERT,,,219.427,,,,,,,,,,,,,,,,,,,,,,bridge,,N1,A,22.4728530893544,91.7232633541336
330,,SHLAKHAR PAD BRIDGE,,,220.725,,,,,,,,,,,,,,,,,,,,,,bridge,,N1,B,22.4624386352,91.7285307
331,,Modonhat Bridge,,,220.725,,,,,,,,,,,,,,,,,,,,,,bridge,,N1,D,22.4624386352,91.7285307
332,,KODOM RASUL BOX CULVERT,,,222.357,,,,,,,,,,,,,,,,,,,,,,bridge,,N1,A,22.4488628503871,91.7342823894358
333,,SALAKHARPAD BRIDGE,,,222.687,,,,,,,,,,,,,,,,,,,,,,bridge,,N1,C,22.4460793332411,91.7353674287057
334,,HASNA BAD BOX CULVERT,,,223.743,,,,,,,,,,,,,,,,,,,,,,bridge,,N1,A,22.4375035216216,91.7386659473513
335,,VATERIE BRIDGE,,,224.053,,,,,,,,,,,,,,,,,,,,,,bridge,,N1,A,22.4350737918918,91.7396527192432
336,,DHAMAKHALI BRIDGE,,,225.702,,,,,,,,,,,,,,,,,,,,,,bridge,,N1,B,22.4220415536,91.7480209792
337,,VATIARI CULVERT,,,228.029,,,,,,,,,,,,,,,,,,,,,,bridge,,N1,A,22.4030145445,91.75657411625
338,N1-37,Fouzderhat Z1016 - Alonker Cinema Hall (Chittagong),LRP225,6400,228.406,LRP225,10748,232.754,4.348,21.0,1105.0,808.0,898.0,621.0,987.0,194.0,694.0,2994.0,581.0,221.0,426.0,0.0,8903.0,647.0,9550.0,9550.0,road,['Z1016'],N1,,22.3996108,91.7573333
339,,T. B HOSPITAL GATE BOX CULVERT,,,228.797,,,,,,,,,,,,,,,,,,,,,,bridge,,N1,A,22.3963398830265,91.7582551580777
340,,GAMMON BRIDGE,,,229.203,,,,,,,,,,,,,,,,,,,,,,bridge,,N1,A,22.3927175345622,91.7590882138248
341,,PAKKA MATA BOX CULVERT,,,230.13,,,,,,,,,,,,,,,,,,,,,,bridge,,N1,A,22.38524588272,91.76250565776
342,,GLAXO BOX CULVERT,,,230.921,,,,,,,,,,,,,,,,,,,,,,bridge,,N1,A,22.3797011826666,91.7670476533333
343,,CORNAIL HAT BOX CULVERT,,,231.966,,,,,,,,,,,,,,,,,,,,,,bridge,,N1,A,22.3696841276595,91.7739258709219
344,N1-38,Chittagong (Badderhat)-Maizzertek int with Z1804,LRP225,10748,232.754,LRP251,496,247.893,15.139,21.0,1105.0,808.0,898.0,621.0,987.0,194.0,694.0,2994.0,581.0,221.0,426.0,0.0,8903.0,647.0,9550.0,9550.0,road,['Z1804'],N1,,22.3586667,91.7822771
345,,BOALIA BOX CULVERT,,,242.016,,,,,,,,,,,,,,,,,,,,,,bridge,,N1,C,22.3599057425992,91.8522694918171
346,,Bakulia Bridge,,,242.898,,,,,,,,,,,,,,,,,,,,,,bridge,,N1,A,22.3522674714754,91.852622049836
347,,BAKULIA BRIDGE,,,242.898,,,,,,,,,,,,,,,,,,,,,,bridge,,N1,B,22.3522674714754,91.852622049836
348,,HAFAS BAGAR BRIDGE,,,244.367,,,,,,,,,,,,,,,,,,,,,,bridge,,N1,B,22.3395393508599,91.8533871579852
349,,5 No hafez bazar Bridge,,,244.367,,,,,,,,,,,,,,,,,,,,,,bridge,,N1,C,22.3395393508599,91.8533871579852
350,,RAZAKATI BRIDGE,,,244.856,,,,,,,,,,,,,,,,,,,,,,bridge,,N1,B,22.3357673216494,91.8538536927835
351,,Tulatuli Bridge,,,244.856,,,,,,,,,,,,,,,,,,,,,,bridge,,N1,C,22.3357673216494,91.8538536927835
352,,RAJAKHALI RCC GIDER BRIDGE,,,244.975,,,,,,,,,,,,,,,,,,,,,,bridge,,N1,A,22.3349153368556,91.8533979043814
353,,Rajakhali Bridge,,,244.975,,,,,,,,,,,,,,,,,,,,,,bridge,,N1,C,22.3349153368556,91.8533979043814
354,,Sha Amanot Bridge,,,246.02,,,,,,,,,,,,,,,,,,,,,,bridge,,N1,A,22.3266451369152,91.852759390139
355,,Hajrath Sha Amanath Satu,,,246.02,,,,,,,,,,,,,,,,,,,,,,bridge,,N1,C,22.3266451369152,91.852759390139
356,,Shikalbaha Bridge,,,247.637,,,,,,,,,,,,,,,,,,,,,,bridge,,N1,A,22.3129265129032,91.856181916129
357,,SHIKALBAHA BRIDGE,,,247.637,,,,,,,,,,,,,,,,,,,,,,bridge,,N1,C,22.3129265129032,91.856181916129
358,N1-39,Maizzertek Int with Z1804-Sikolbaha Int with Z1018,LRP251,496,247.893,LRP251,3048,250.445,2.552,21.0,1105.0,808.0,898.0,621.0,987.0,194.0,694.0,2994.0,581.0,221.0,426.0,0.0,8903.0,647.0,9550.0,9550.0,road,"['Z1804', 'Z1018']",N1,,22.3108333,91.8570278
359,,SHIKALBAHA,,,248.499,,,,,,,,,,,,,,,,,,,,,,bridge,,N1,C,22.306457756,91.860449028
360,,SOUTH MITTACHORI,,,249.04,,,,,,,,,,,,,,,,,,,,,,bridge,,N1,A,22.3026235524271,91.8635646970873
361,,SHIKALBAHA BOX CULVERT,,,249.348,,,,,,,,,,,,,,,,,,,,,,bridge,,N1,B,22.3002851293515,91.8652980307167
362,,KADUMTOLI CULVERT,,,249.674,,,,,,,,,,,,,,,,,,,,,,bridge,,N1,A,22.2975350260563,91.866363031514
363,,ISLAMPUR CULVERT,,,250.215,,,,,,,,,,,,,,,,,,,,,,bridge,,N1,A,22.2932366309133,91.8684360651053
364,N1-40,Sikolbaha Int with Z1018-Santirhat Int. with Z1071,LRP251,3048,250.445,LRP251,5559,252.956,2.511,21.0,1105.0,808.0,898.0,621.0,987.0,194.0,694.0,2994.0,581.0,221.0,426.0,0.0,8903.0,647.0,9550.0,9550.0,road,"['Z1018', 'Z1071']",N1,,22.2916663,91.8696382
365,,NOLBILA CULVERT,,,250.519,,,,,,,,,,,,,,,,,,,,,,bridge,,N1,A,22.2916421411764,91.8702911411764
366,,SHIKALBAHA MORE,,,250.841,,,,,,,,,,,,,,,,,,,,,,bridge,,N1,A,22.2926079302013,91.8730201176733
367,,SHIKALBAHA BOX CULVERT,,,251.281,,,,,,,,,,,,,,,,,,,,,,bridge,,N1,A,22.2944653526717,91.876717971374
368,,Sikolbaha Bridge-1,,,251.538,,,,,,,,,,,,,,,,,,,,,,bridge,,N1,A,22.2962698699619,91.8807528022813
369,,SHIKALBAHA BRIDGE,,,251.538,,,,,,,,,,,,,,,,,,,,,,bridge,,N1,C,22.2962698699619,91.8807528022813
