Road,Name,LRP,Offset,Chainage,LRP_2,Offset_2,Chainage_2,(Km),Heavy Truck,Medium Truck,Small Truck,Large Bus,Medium Bus,Micro Bus,Utility,Car,Auto Rickshaw,Motor Cycle,Bi-Cycle,Cycle Rickshaw,Cart,Motorized,Non Motorized,Total AADT,(AADT),type,identified_roads,base_road,condition,lat,lon,Type,Connected_Road1,Connected_Road2,Connected_Road3
,,,,8.182,,,,,,,,,,,,,,,,,,,,,,bridge,,Z8708,C,22.5032640647668,90.1397322823834,Bridge,,,
,.,,,8.503,,,,,,,,,,,,,,,,,,,,,,bridge,,Z8708,A,22.5019856945945,90.1424324320946,Bridge,,,
,.,,,8.897,,,,,,,,,,,,,,,,,,,,,,bridge,,Z8708,B,22.5010135185,90.145985124,Bridge,,,
,.,,,9.206,,,,,,,,,,,,,,,,,,,,,,bridge,,Z8708,A,22.5011958040724,90.1489194533936,Bridge,,,
,.,,,9.542,,,,,,,,,,,,,,,,,,,,,,bridge,,Z8708,B,22.5010895008928,90.1521869562499,Bridge,,,
,.,,,10.383,,,,,,,,,,,,,,,,,,,,,,bridge,,Z8708,B,22.496261785641,90.1580925330769,Bridge,,,
,.,,,10.976,,,,,,,,,,,,,,,,,,,,,,bridge,,Z8708,B,22.4910887178752,90.1581937448566,Bridge,,,
,,,,10.976,,,,,,,,,,,,,,,,,,,,,,bridge,,Z8708,B,22.4910887178752,90.1581937448566,Bridge,,,
Z8708-3,Centerhat-Kachua (int.with Z8052),LRPS,11650.0,11.65,LRPS,18680.0,18.68,7.03,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,*  NS,road,['Z8052'],Z8708,,22.4841108,90.1558333,Intersection,Z8052,,
,.,,,12.174,,,,,,,,,,,,,,,,,,,,,,bridge,,Z8708,B,22.4812705115727,90.1560721724035,Bridge,,,
,,,,12.174,,,,,,,,,,,,,,,,,,,,,,bridge,,Z8708,C,22.4812705115727,90.1560721724035,Bridge,,,
,.,,,13.037,,,,,,,,,,,,,,,,,,,,,,bridge,,Z8708,A,22.4736933193277,90.1549939504201,Bridge,,,
,.,,,13.681,,,,,,,,,,,,,,,,,,,,,,bridge,,Z8708,A,22.4687124017182,90.1531358017182,Bridge,,,
,.,,,13.85,,,,,,,,,,,,,,,,,,,,,,bridge,,Z8708,A,22.4674333490797,90.1523563361963,Bridge,,,
,.,,,14.123,,,,,,,,,,,,,,,,,,,,,,bridge,,Z8708,A,22.4652409360335,90.1519296650838,Bridge,,,
,.,,,14.345,,,,,,,,,,,,,,,,,,,,,,bridge,,Z8708,B,22.463570044972,90.1521535874301,Bridge,,,
,,,,14.345,,,,,,,,,,,,,,,,,,,,,,bridge,,Z8708,C,22.463570044972,90.1521535874301,Bridge,,,
,.,,,14.753,,,,,,,,,,,,,,,,,,,,,,bridge,,Z8708,A,22.4603689255652,90.1519929546087,Bridge,,,
,.,,,14.941,,,,,,,,,,,,,,,,,,,,,,bridge,,Z8708,A,22.4589067106086,90.1519475403478,Bridge,,,
,.,,,15.369,,,,,,,,,,,,,,,,,,,,,,bridge,,Z8708,A,22.4551528554376,90.1492129689655,Bridge,,,
,.,,,15.574,,,,,,,,,,,,,,,,,,,,,,bridge,,Z8708,A,22.4533975962085,90.1491681445497,Bridge,,,
,.,,,15.89,,,,,,,,,,,,,,,,,,,,,,bridge,,Z8708,A,22.4505860485981,90.1487482040498,Bridge,,,
,.,,,16.186,,,,,,,,,,,,,,,,,,,,,,bridge,,Z8708,A,22.4479321689999,90.1487399769999,Bridge,,,
,,,,16.186,,,,,,,,,,,,,,,,,,,,,,bridge,,Z8708,B,22.4479321689999,90.1487399769999,Bridge,,,
,.,,,17.09,,,,,,,,,,,,,,,,,,,,,,bridge,,Z8708,A,22.4408897,90.145811916,Bridge,,,
,,,,17.511,,,,,,,,,,,,,,,,,,,,,,bridge,,Z8708,B,22.435667984,90.1438496628,Bridge,,,
,.,,,17.511,,,,,,,,,,,,,,,,,,,,,,bridge,,Z8708,B,22.435667984,90.1438496628,Bridge,,,
,.,,,18.052,,,,,,,,,,,,,,,,,,,,,,bridge,,Z8708,A,22.4328543146341,90.1427327390243,Bridge,,,
,,,,18.052,,,,,,,,,,,,,,,,,,,,,,bridge,,Z8708,C,22.4328543146341,90.1427327390243,Bridge,,,
Z8708-4,Kachua(int.with Z8052)-Kanthalia(int.with Z8705),LRPS,18680.0,18.68,LRPS,22978.0,22.978,4.298,0.0,0.0,18.0,0.0,61.0,8.0,4.0,3.0,408.0,372.0,194.0,151.0,0.0,874.0,345.0,1219.0,1219.0,road,"['Z8052', 'Z8705']",Z8708,,22.4269438,90.1418608,Intersection,Z8052,Z8705,
,.,,,18.802,,,,,,,,,,,,,,,,,,,,,,bridge,,Z8708,C,22.4264369965116,90.1419634813953,Bridge,,,
,,,,18.802,,,,,,,,,,,,,,,,,,,,,,bridge,,Z8708,C,22.4264369965116,90.1419634813953,Bridge,,,
,.,,,19.252,,,,,,,,,,,,,,,,,,,,,,bridge,,Z8708,A,22.4231413388888,90.1437404166666,Bridge,,,
,.,,,19.608,,,,,,,,,,,,,,,,,,,,,,bridge,,Z8708,A,22.4207240620111,90.142263768715,Bridge,,,
,,,,19.695,,,,,,,,,,,,,,,,,,,,,,bridge,,Z8708,A,22.4201425710843,90.1417088084337,Bridge,,,
,.,,,19.695,,,,,,,,,,,,,,,,,,,,,,bridge,,Z8708,A,22.4201425710843,90.1417088084337,Bridge,,,
,.,,,20.774,,,,,,,,,,,,,,,,,,,,,,bridge,,Z8708,A,22.4132039763209,90.1354899585127,Bridge,,,
,,,,20.774,,,,,,,,,,,,,,,,,,,,,,bridge,,Z8708,C,22.4132039763209,90.1354899585127,Bridge,,,
,.,,,21.445,,,,,,,,,,,,,,,,,,,,,,bridge,,Z8708,C,22.4090927114052,90.1314913352342,Bridge,,,
,.,,,22.12,,,,,,,,,,,,,,,,,,,,,,bridge,,Z8708,A,22.4046191732991,90.1300557372272,Bridge,,,
,.,,,22.731,,,,,,,,,,,,,,,,,,,,,,bridge,,Z8708,A,22.4026801306803,90.1248267851091,Bridge,,,
Z8708-5,Kanthalia(int.with Z8705)-Amua Ferryghat,LRPS,22978.0,22.978,LRPS,31043.0,31.043,8.065,0.0,7.0,16.0,0.0,0.0,6.0,2.0,5.0,339.0,397.0,467.0,383.0,0.0,772.0,850.0,1622.0,1622.0,road,['Z8705'],Z8708,,22.4021111,90.1231104,Intersection,Z8705,,
,.,,,23.212,,,,,,,,,,,,,,,,,,,,,,bridge,,Z8708,A,22.401159725,90.121447225,Bridge,,,
,,,,23.212,,,,,,,,,,,,,,,,,,,,,,bridge,,Z8708,C,22.401159725,90.121447225,Bridge,,,
,.,,,24.083,,,,,,,,,,,,,,,,,,,,,,bridge,,Z8708,A,22.3954284,90.1167063127388,Bridge,,,
,.,,,24.63,,,,,,,,,,,,,,,,,,,,,,bridge,,Z8708,A,22.3923743062615,90.1124641217311,Bridge,,,
,.,,,24.967,,,,,,,,,,,,,,,,,,,,,,bridge,,Z8708,A,22.3911406039156,90.1098651204819,Bridge,,,
,.,,,25.814,,,,,,,,,,,,,,,,,,,,,,bridge,,Z8708,A,22.3864628054054,90.1031290619271,Bridge,,,
,.,,,25.861,,,,,,,,,,,,,,,,,,,,,,bridge,,Z8708,A,22.3862050675675,90.1027654719153,Bridge,,,
,.,,,26.62,,,,,,,,,,,,,,,,,,,,,,bridge,,Z8708,A,22.383421741847,90.0959773033189,Bridge,,,
,,,,27.16,,,,,,,,,,,,,,,,,,,,,,bridge,,Z8708,A,22.3819142681222,90.0910960685589,Bridge,,,
,.,,,27.16,,,,,,,,,,,,,,,,,,,,,,bridge,,Z8708,A,22.3819142681222,90.0910960685589,Bridge,,,
,.,,,27.679,,,,,,,,,,,,,,,,,,,,,,bridge,,Z8708,D,22.3803769301552,90.086817191796,Bridge,,,
,.,,,28.143,,,,,,,,,,,,,,,,,,,,,,bridge,,Z8708,C,22.3771442975609,90.0845484756097,Bridge,,,
,.,,,28.796,,,,,,,,,,,,,,,,,,,,,,bridge,,Z8708,A,22.3713651819148,90.0835528914893,Bridge,,,
,.,,,29.455,,,,,,,,,,,,,,,,,,,,,,bridge,,Z8708,A,22.3655161909,90.0822497171,Bridge,,,
Z8708-6,Amua Ferryghat-Int.with Z8814,LRPS,31043.0,31.043,LRP042,4050.0,46.05,15.007,0.0,22.0,47.0,0.0,0.0,21.0,16.0,20.0,505.0,521.0,276.0,225.0,5.0,1152.0,506.0,1658.0,1658.0,road,['Z8814'],Z8708,,22.3517222,90.0774993,Intersection,Z8814,,
,Sluice gate.,,,31.243,,,,,,,,,,,,,,,,,,,,,,bridge,,Z8708,A,22.3503009190721,90.0787375326804,Bridge,,,
,Sluice gate.,,,32.123,,,,,,,,,,,,,,,,,,,,,,bridge,,Z8708,A,22.3442212847,90.0830357041,Bridge,,,
Z8708-7,Int.with Z8814-Kacchira,LRP042,4050.0,46.05,LRP060,1280.0,61.28,15.23,0.0,22.0,47.0,0.0,0.0,21.0,16.0,20.0,505.0,521.0,276.0,225.0,5.0,1152.0,506.0,1658.0,1658.0,road,['Z8814'],Z8708,,22.2625556,90.0269438,Intersection,Z8814,,
,.,,,59.869,,,,,,,,,,,,,,,,,,,,,,bridge,,Z8708,B,22.1564830461897,90.0130173457231,Bridge,,,
Z8708-8,Kacchira-Patharghata,LRP060,1280.0,61.28,LRP074,257.0,74.355,13.075,0.0,22.0,47.0,0.0,0.0,21.0,16.0,20.0,505.0,521.0,276.0,225.0,5.0,1152.0,506.0,1658.0,1658.0,road,[],Z8708,,22.1426663,90.0107222,Road,,,
,.,,,61.404,,,,,,,,,,,,,,,,,,,,,,bridge,,Z8708,B,22.1431860147465,90.0106071221198,Bridge,,,
,.,,,62.449,,,,,,,,,,,,,,,,,,,,,,bridge,,Z8708,B,22.1347120503378,90.0112742233108,Bridge,,,
,.,,,63.376,,,,,,,,,,,,,,,,,,,,,,bridge,,Z8708,D,22.1339517522935,90.0051884012844,Bridge,,,
,.,,,64.649,,,,,,,,,,,,,,,,,,,,,,bridge,,Z8708,C,22.1228071653731,90.0026781583582,Bridge,,,
,.,,,64.956,,,,,,,,,,,,,,,,,,,,,,bridge,,Z8708,A,22.1200706498507,90.0023854086567,Bridge,,,
,.,,,65.095,,,,,,,,,,,,,,,,,,,,,,bridge,,Z8708,C,22.118831641194,90.0022528607462,Bridge,,,
,.,,,65.922,,,,,,,,,,,,,,,,,,,,,,bridge,,Z8708,C,22.1118202823529,89.9999181823529,Bridge,,,
,.,,,66.288,,,,,,,,,,,,,,,,,,,,,,bridge,,Z8708,A,22.1089056349206,89.9984185190476,Bridge,,,
,Kamarhat Steel Bridge,,,66.288,,,,,,,,,,,,,,,,,,,,,,bridge,,Z8708,B,22.1089056349206,89.9984185190476,Bridge,,,
,.,,,66.768,,,,,,,,,,,,,,,,,,,,,,bridge,,Z8708,A,22.10495292,89.9967885457142,Bridge,,,
,.,,,67.331,,,,,,,,,,,,,,,,,,,,,,bridge,,Z8708,A,22.100380234,89.9945991191428,Bridge,,,
,.,,,67.718,,,,,,,,,,,,,,,,,,,,,,bridge,,Z8708,C,22.09723702,89.9930941314285,Bridge,,,
,.,,,68.623,,,,,,,,,,,,,,,,,,,,,,bridge,,Z8708,A,22.0898055824902,89.9894948638132,Bridge,,,
,.,,,69.678,,,,,,,,,,,,,,,,,,,,,,bridge,,Z8708,A,22.0810120638554,89.9861368698795,Bridge,,,
,.,,,70.433,,,,,,,,,,,,,,,,,,,,,,bridge,,Z8708,A,22.0745593733644,89.9859947633177,Bridge,,,
,.,,,71.425,,,,,,,,,,,,,,,,,,,,,,bridge,,Z8708,A,22.0672585554908,89.9817979857737,Bridge,,,
,.,,,72.43,,,,,,,,,,,,,,,,,,,,,,bridge,,Z8708,A,22.0584651852,89.9794380148,Bridge,,,
,.,,,72.8,,,,,,,,,,,,,,,,,,,,,,bridge,,Z8708,A,22.0552687922,89.9784719078,Bridge,,,
Z8709-1,Satpakhia-Ferryghat (North),LRPS,0.0,0.0,LRP003,337.0,3.464,3.464,0.0,90.0,46.0,0.0,42.0,61.0,12.0,34.0,394.0,436.0,408.0,412.0,0.0,1115.0,820.0,1935.0,1935.0,road,[],Z8709,,22.6613056,90.2608333,Road,,,
,.,,,0.049,,,,,,,,,,,,,,,,,,,,,,bridge,,Z8709,A,22.6610742668292,90.2612179165853,Bridge,,,
,.,,,0.635,,,,,,,,,,,,,,,,,,,,,,bridge,,Z8709,A,22.6566685563025,90.2640935294117,Bridge,,,
,.,,,0.864,,,,,,,,,,,,,,,,,,,,,,bridge,,Z8709,A,22.6547407611111,90.2647700611111,Bridge,,,
,.,,,1.161,,,,,,,,,,,,,,,,,,,,,,bridge,,Z8709,A,22.6521397247422,90.2644742247422,Bridge,,,
,.,,,1.683,,,,,,,,,,,,,,,,,,,,,,bridge,,Z8709,A,22.6478681946808,90.2627337446808,Bridge,,,
Z8713-1,Kawkhali-Chirapara(int.with Z8702),LRPS,0.0,0.0,LRP004,2470.0,6.47,6.47,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,*  NS,road,['Z8702'],Z8713,,22.6208327,90.0639167,Intersection,Z8702,,
,Chirapara bridge,,,0.798,,,,,,,,,,,,,,,,,,,,,,bridge,,Z8713,A,22.6218371274193,90.0593714274193,Bridge,,,
,.,,,0.798,,,,,,,,,,,,,,,,,,,,,,bridge,,Z8713,A,22.6218371274193,90.0593714274193,Bridge,,,
,.,,,1.433,,,,,,,,,,,,,,,,,,,,,,bridge,,Z8713,A,22.6166843625,90.0572511737676,Bridge,,,
,Hawlader Bari Bridge,,,1.433,,,,,,,,,,,,,,,,,,,,,,bridge,,Z8713,C,22.6166843625,90.0572511737676,Bridge,,,
,.,,,2.165,,,,,,,,,,,,,,,,,,,,,,bridge,,Z8713,A,22.610039745993,90.058204156446,Bridge,,,
,.,,,2.309,,,,,,,,,,,,,,,,,,,,,,bridge,,Z8713,C,22.6088909811764,90.0584023158823,Bridge,,,
,.,,,2.649,,,,,,,,,,,,,,,,,,,,,,bridge,,Z8713,A,22.6059161375335,90.058150164075,Bridge,,,
,.,,,2.902,,,,,,,,,,,,,,,,,,,,,,bridge,,Z8713,A,22.6036740691689,90.0576414509383,Bridge,,,
,Farazi bari bridge,,,3.3,,,,,,,,,,,,,,,,,,,,,,bridge,,Z8713,C,22.6002924352941,90.0573839764705,Bridge,,,
,.,,,3.3,,,,,,,,,,,,,,,,,,,,,,bridge,,Z8713,C,22.6002924352941,90.0573839764705,Bridge,,,
,.,,,3.403,,,,,,,,,,,,,,,,,,,,,,bridge,,Z8713,A,22.5994807783237,90.0578448621387,Bridge,,,
,Farazibari Bridge,,,3.403,,,,,,,,,,,,,,,,,,,,,,bridge,,Z8713,C,22.5994807783237,90.0578448621387,Bridge,,,
,.,,,3.507,,,,,,,,,,,,,,,,,,,,,,bridge,,Z8713,A,22.5986207945086,90.0579784690751,Bridge,,,
,Shamsu member bari bridge,,,3.889,,,,,,,,,,,,,,,,,,,,,,bridge,,Z8713,C,22.5955743142857,90.0578182342857,Bridge,,,
,.,,,3.889,,,,,,,,,,,,,,,,,,,,,,bridge,,Z8713,C,22.5955743142857,90.0578182342857,Bridge,,,
,.,,,3.936,,,,,,,,,,,,,,,,,,,,,,bridge,,Z8713,A,22.5952033058823,90.0576601082353,Bridge,,,
,.,,,4.395,,,,,,,,,,,,,,,,,,,,,,bridge,,Z8713,C,22.5911941,90.0569444,Bridge,,,
,.,,,4.757,,,,,,,,,,,,,,,,,,,,,,bridge,,Z8713,A,22.588243084892,90.0571113165467,Bridge,,,
,.,,,5.321,,,,,,,,,,,,,,,,,,,,,,bridge,,Z8713,C,22.5842776777777,90.0589203900584,Bridge,,,
,.,,,5.5,,,,,,,,,,,,,,,,,,,,,,bridge,,Z8713,C,22.5828502823798,90.0584032887871,Bridge,,,
,.,,,5.943,,,,,,,,,,,,,,,,,,,,,,bridge,,Z8713,A,22.5802824818181,90.0553630011363,Bridge,,,
,Nana Hujurer Bridge,,,5.943,,,,,,,,,,,,,,,,,,,,,,bridge,,Z8713,C,22.5802824818181,90.0553630011363,Bridge,,,
,East jeepga shatvria bridge,,,6.299,,,,,,,,,,,,,,,,,,,,,,bridge,,Z8713,C,22.5776135734693,90.0538805423469,Bridge,,,
,.,,,6.299,,,,,,,,,,,,,,,,,,,,,,bridge,,Z8713,C,22.5776135734693,90.0538805423469,Bridge,,,
Z8713-2,Chirapara(int.with Z8702)-Bhandaria,LRP004,2470.0,6.47,LRP016,70.0,15.94,9.47,0.0,0.0,1.0,0.0,0.0,5.0,6.0,3.0,496.0,1009.0,685.0,675.0,0.0,1520.0,1360.0,2880.0,2880.0,road,['Z8702'],Z8713,,22.5763049,90.0545833,Intersection,Z8702,,
,.,,,7.234,,,,,,,,,,,,,,,,,,,,,,bridge,,Z8713,A,22.5697348831932,90.0559801361344,Bridge,,,
,Bandaghata Bridge,,,7.706,,,,,,,,,,,,,,,,,,,,,,bridge,,Z8713,C,22.565618075,90.0564444,Bridge,,,
,.,,,7.706,,,,,,,,,,,,,,,,,,,,,,bridge,,Z8713,C,22.565618075,90.0564444,Bridge,,,
,.,,,7.916,,,,,,,,,,,,,,,,,,,,,,bridge,,Z8713,C,22.5638385053658,90.0561493317073,Bridge,,,
,.,,,8.371,,,,,,,,,,,,,,,,,,,,,,bridge,,Z8713,A,22.5600185393939,90.0555875090909,Bridge,,,
,Beltala Bridge,,,8.371,,,,,,,,,,,,,,,,,,,,,,bridge,,Z8713,D,22.5600185393939,90.0555875090909,Bridge,,,
,.,,,8.922,,,,,,,,,,,,,,,,,,,,,,bridge,,Z8713,B,22.5557728287356,90.0579592689655,Bridge,,,
,.,,,9.649,,,,,,,,,,,,,,,,,,,,,,bridge,,Z8713,A,22.5495274,90.0591667,Bridge,,,
,Talukder hat bridge,,,9.649,,,,,,,,,,,,,,,,,,,,,,bridge,,Z8713,C,22.5495274,90.0591667,Bridge,,,
,.,,,9.742,,,,,,,,,,,,,,,,,,,,,,bridge,,Z8713,A,22.5486108,90.0591667,Bridge,,,
,Hawlader Hat Bridge.,,,9.742,,,,,,,,,,,,,,,,,,,,,,bridge,,Z8713,C,22.5486108,90.0591667,Bridge,,,
,Mokker Bari Bridge,,,11.198,,,,,,,,,,,,,,,,,,,,,,bridge,,Z8713,A,22.5356978216216,90.0575900864864,Bridge,,,
,.,,,11.198,,,,,,,,,,,,,,,,,,,,,,bridge,,Z8713,B,22.5356978216216,90.0575900864864,Bridge,,,
,.,,,11.719,,,,,,,,,,,,,,,,,,,,,,bridge,,Z8713,A,22.531905657455,90.0582097901028,Bridge,,,
,.,,,12.227,,,,,,,,,,,,,,,,,,,,,,bridge,,Z8713,A,22.526666,90.0591667,Bridge,,,
,.,,,12.445,,,,,,,,,,,,,,,,,,,,,,bridge,,Z8713,A,22.5247216,90.0588889,Bridge,,,
,.,,,12.884,,,,,,,,,,,,,,,,,,,,,,bridge,,Z8713,B,22.5208622593406,90.0591569312087,Bridge,,,
,.,,,13.144,,,,,,,,,,,,,,,,,,,,,,bridge,,Z8713,A,22.5186005835616,90.0600756904109,Bridge,,,
,.,,,13.275,,,,,,,,,,,,,,,,,,,,,,bridge,,Z8713,A,22.5175661617021,90.0604899702127,Bridge,,,
,.,,,13.719,,,,,,,,,,,,,,,,,,,,,,bridge,,Z8713,A,22.5135867325463,90.0611955423271,Bridge,,,
,.,,,14.553,,,,,,,,,,,,,,,,,,,,,,bridge,,Z8713,A,22.5068362248914,90.059739986107,Bridge,,,
,.,,,14.907,,,,,,,,,,,,,,,,,,,,,,bridge,,Z8713,A,22.5038889,90.05888885,Bridge,,,
,.,,,15.181,,,,,,,,,,,,,,,,,,,,,,bridge,,Z8713,A,22.5021834712121,90.0601327632575,Bridge,,,
,Rumi Monjil Bridge,,,15.181,,,,,,,,,,,,,,,,,,,,,,bridge,,Z8713,C,22.5021834712121,90.0601327632575,Bridge,,,
Z8716-1,Jhalokathi (College More)-Swarupkathi,LRPS,0.0,0.0,LRP018,16.0,17.935,17.935,0.0,0.0,55.0,0.0,0.0,23.0,12.0,15.0,360.0,248.0,255.0,265.0,0.0,713.0,520.0,1233.0,1233.0,road,[],Z8716,,22.6511111,90.1869441,Road,,,
,.,,,0.23,,,,,,,,,,,,,,,,,,,,,,bridge,,Z8716,A,22.6529861314243,90.1862272024963,Bridge,,,
,.,,,0.904,,,,,,,,,,,,,,,,,,,,,,bridge,,Z8716,B,22.6511166474302,90.1869419790014,Bridge,,,
,,,,0.904,,,,,,,,,,,,,,,,,,,,,,bridge,,Z8716,C,22.6511166474302,90.1869419790014,Bridge,,,
,.,,,1.654,,,,,,,,,,,,,,,,,,,,,,bridge,,Z8716,A,22.6644321266968,90.1805138361991,Bridge,,,
,.,,,2.182,,,,,,,,,,,,,,,,,,,,,,bridge,,Z8716,A,22.6686536,90.1778291833333,Bridge,,,
,,,,2.182,,,,,,,,,,,,,,,,,,,,,,bridge,,Z8716,B,22.6686536,90.1778291833333,Bridge,,,
,.,,,2.677,,,,,,,,,,,,,,,,,,,,,,bridge,,Z8716,A,22.6725978917505,90.1757712297786,Bridge,,,
,.,,,3.452,,,,,,,,,,,,,,,,,,,,,,bridge,,Z8716,A,22.6789951234309,90.1731287251046,Bridge,,,
,,,,3.452,,,,,,,,,,,,,,,,,,,,,,bridge,,Z8716,B,22.6789951234309,90.1731287251046,Bridge,,,
Z8717-1,Naikati-Bhandaria,LRPS,0.0,0.0,LRP010,1981.0,11.74,11.74,0.0,0.0,6.0,0.0,58.0,15.0,0.0,0.0,324.0,362.0,254.0,269.0,0.0,765.0,523.0,1288.0,1288.0,road,[],Z8717,,22.5820271,90.0914441,Road,,,
,.,,,0.829,,,,,,,,,,,,,,,,,,,,,,bridge,,Z8717,A,22.5756552862637,90.0911033395604,Bridge,,,
,.,,,0.912,,,,,,,,,,,,,,,,,,,,,,bridge,,Z8717,A,22.5749459098901,90.0908372835164,Bridge,,,
,.,,,1.144,,,,,,,,,,,,,,,,,,,,,,bridge,,Z8717,A,22.5729660645544,90.0901274772277,Bridge,,,
,.,,,1.697,,,,,,,,,,,,,,,,,,,,,,bridge,,Z8717,A,22.5681872744303,90.0887581589873,Bridge,,,
,.,,,2.133,,,,,,,,,,,,,,,,,,,,,,bridge,,Z8717,A,22.5646270187279,90.0874548439929,Bridge,,,
,Lebuburia Bazar steel Bridge,,,2.133,,,,,,,,,,,,,,,,,,,,,,bridge,,Z8717,D,22.5646270187279,90.0874548439929,Bridge,,,
,.,,,2.817,,,,,,,,,,,,,,,,,,,,,,bridge,,Z8717,A,22.5595738548387,90.0844959474654,Bridge,,,
,.,,,3.313,,,,,,,,,,,,,,,,,,,,,,bridge,,Z8717,A,22.555368117004,90.0831704591093,Bridge,,,
,.,,,3.421,,,,,,,,,,,,,,,,,,,,,,bridge,,Z8717,C,22.5544389672064,90.0829396145749,Bridge,,,
,.,,,3.956,,,,,,,,,,,,,,,,,,,,,,bridge,,Z8717,A,22.5498487664879,90.0814703150134,Bridge,,,
,.,,,4.637,,,,,,,,,,,,,,,,,,,,,,bridge,,Z8717,A,22.5439945360497,90.0805002975138,Bridge,,,
,.,,,5.884,,,,,,,,,,,,,,,,,,,,,,bridge,,Z8717,A,22.5329005072538,90.080311807772,Bridge,,,
,Amtala Bazar Bridge,,,5.884,,,,,,,,,,,,,,,,,,,,,,bridge,,Z8717,C,22.5329005072538,90.080311807772,Bridge,,,
,Bairagir Bridge,,,6.512,,,,,,,,,,,,,,,,,,,,,,bridge,,Z8717,A,22.5275423173913,90.0810785286956,Bridge,,,
,.,,,6.512,,,,,,,,,,,,,,,,,,,,,,bridge,,Z8717,A,22.5275423173913,90.0810785286956,Bridge,,,
,.,,,6.946,,,,,,,,,,,,,,,,,,,,,,bridge,,Z8717,A,22.5237472076923,90.0805121692307,Bridge,,,
,Doctor bari Bridge,,,6.946,,,,,,,,,,,,,,,,,,,,,,bridge,,Z8717,C,22.5237472076923,90.0805121692307,Bridge,,,
,.,,,7.523,,,,,,,,,,,,,,,,,,,,,,bridge,,Z8717,A,22.5197200505277,90.0782319110817,Bridge,,,
,Bagbari Bridge,,,7.523,,,,,,,,,,,,,,,,,,,,,,bridge,,Z8717,C,22.5197200505277,90.0782319110817,Bridge,,,
,.,,,8.844,,,,,,,,,,,,,,,,,,,,,,bridge,,Z8717,A,22.5089259586206,90.0752515356321,Bridge,,,
,Tagorbari Bridge,,,8.844,,,,,,,,,,,,,,,,,,,,,,bridge,,Z8717,C,22.5089259586206,90.0752515356321,Bridge,,,
,.,,,9.536,,,,,,,,,,,,,,,,,,,,,,bridge,,Z8717,A,22.5033879069466,90.0719724894991,Bridge,,,
,.,,,9.88,,,,,,,,,,,,,,,,,,,,,,bridge,,Z8717,A,22.5010438918528,90.069798613272,Bridge,,,
Z8740-1,Bandaghata-Banaihat (Int.with Z8711),LRPS,0.0,0.0,LRPS,7850.0,7.85,7.85,0.0,0.0,6.0,0.0,58.0,15.0,0.0,0.0,324.0,362.0,254.0,269.0,0.0,765.0,523.0,1288.0,1288.0,road,['Z8711'],Z8740,,22.4173882,90.1183049,Intersection,Z8711,,
Z8740-2,Banaihat (Int.with Z8711)-Banaihat (Bazar),LRPS,7850.0,7.85,LRPS,9512.0,9.512,1.662,0.0,0.0,6.0,0.0,58.0,15.0,0.0,0.0,324.0,362.0,254.0,269.0,0.0,765.0,523.0,1288.0,1288.0,road,['Z8711'],Z8740,,22.4297493,90.0487219,Intersection,Z8711,,
Z8750-1,Juluhar-Shekherhat,LRPS,0.0,0.0,LRP005,916.0,4.952,4.952,0.0,0.0,6.0,0.0,58.0,15.0,0.0,0.0,324.0,362.0,254.0,269.0,0.0,765.0,523.0,1288.0,1288.0,road,[],Z8750,,22.6618611,90.0828049,Road,,,
Z8803-1,Chandukhali-Betagi,LRPS,0.0,0.0,LRPE,490.0,19.525,19.525,0.0,30.0,87.0,0.0,68.0,10.0,34.0,20.0,598.0,764.0,270.0,245.0,0.0,1611.0,515.0,2126.0,2126.0,road,[],Z8803,,22.2490274,90.1592778,Road,,,
,.,,,1.23,,,,,,,,,,,,,,,,,,,,,,bridge,,Z8803,A,22.2577385348258,90.1533807562189,Bridge,,,
,.,,,2.61,,,,,,,,,,,,,,,,,,,,,,bridge,,Z8803,A,22.2697320975409,90.148155609836,Bridge,,,
,.,,,3.02,,,,,,,,,,,,,,,,,,,,,,bridge,,Z8803,A,22.27350145,90.14674645,Bridge,,,
,.,,,3.8,,,,,,,,,,,,,,,,,,,,,,bridge,,Z8803,A,22.280257000641,90.1445438141025,Bridge,,,
,.,,,4.68,,,,,,,,,,,,,,,,,,,,,,bridge,,Z8803,A,22.2872678088235,90.1420726132353,Bridge,,,
,Kaonia bridge,,,8.32,,,,,,,,,,,,,,,,,,,,,,bridge,,Z8803,A,22.3185575671875,90.1375391953125,Bridge,,,
,.,,,8.32,,,,,,,,,,,,,,,,,,,,,,bridge,,Z8803,A,22.3185575671875,90.1375391953125,Bridge,,,
,.,,,9.95,,,,,,,,,,,,,,,,,,,,,,bridge,,Z8803,A,22.332450638421,90.1380308057894,Bridge,,,
,.,,,11.66,,,,,,,,,,,,,,,,,,,,,,bridge,,Z8803,A,22.347221290909,90.13992115,Bridge,,,
,.,,,11.93,,,,,,,,,,,,,,,,,,,,,,bridge,,Z8803,A,22.3495063388888,90.1409497666666,Bridge,,,
,.,,,12.41,,,,,,,,,,,,,,,,,,,,,,bridge,,Z8803,A,22.3532569392857,90.1429014571428,Bridge,,,
,.,,,13.04,,,,,,,,,,,,,,,,,,,,,,bridge,,Z8803,A,22.3588219931818,90.1448026613636,Bridge,,,
