Road,Name,LRP,Offset,Chainage,LRP_2,Offset_2,Chainage_2,(Km),Heavy Truck,Medium Truck,Small Truck,Large Bus,Medium Bus,Micro Bus,Utility,Car,Auto Rickshaw,Motor Cycle,Bi-Cycle,Cycle Rickshaw,Cart,Motorized,Non Motorized,Total AADT,(AADT),type,identified_roads,base_road,condition,lat,lon,Type,Connected_Road1,Connected_Road2,Connected_Road3
N1-16L,Madhaya Z1017 - Chandina Z1022 (Left),LRP043,20009.0,62.278,LRP067,3912.0,69.638,7.36,348.0,4941.0,928.0,1627.0,632.0,695.0,397.0,1049.0,800.0,132.0,26.0,106.0,0.0,11549.0,132.0,11681.0,11681.0,road,"['Z1017', 'Z1022']",N1,,23.5043333,90.9354719,Intersection,Z1017,Z1022,
N1-16R,Madhaya Z1017 - Chandina Z1022 (Right),LRP043,20009.0,62.278,LRP067,3912.0,69.638,7.36,359.0,4772.0,851.0,1637.0,566.0,699.0,398.0,1126.0,786.0,198.0,44.0,147.0,0.0,11392.0,191.0,11583.0,11583.0,road,"['Z1017', 'Z1022']",N1,,23.5043333,90.9354719,Intersection,Z1017,Z1022,
,MATIA BAZER,,,63.098,,,,,,,,,,,,,,,,,,,,,,bridge,,N1,B,23.5024077848,90.9432418928,Bridge,,,
,SONAPUR BOX CULVERT,,,63.538,,,,,,,,,,,,,,,,,,,,,,bridge,,N1,A,23.5013551924,90.9473844088999,Bridge,,,
,KARON KHAL SLAB CULVERT,,,66.178,,,,,,,,,,,,,,,,,,,,,,bridge,,N1,B,23.495896314,90.9715772516,Bridge,,,
,MILL GHAT BOX CULVERT,,,68.04,,,,,,,,,,,,,,,,,,,,,,bridge,,N1,A,23.4932728146,90.9887200416,Bridge,,,
N1-17L,Chandina Z1022 - Nimsar (Int.with Z1219 & Z1028) (Left),LRP067,3912.0,69.638,LRP076,1760.0,75.589,5.951,308.0,5253.0,680.0,1824.0,454.0,959.0,393.0,1215.0,1997.0,617.0,128.0,174.0,0.0,13700.0,302.0,14002.0,14002.0,road,"['Z1022', 'Z1219', 'Z1028']",N1,,23.4893886,91.0034722,Intersection,Z1022,Z1219,Z1028
N1-17R,Chandina Z1022 - Nimsar (Int.with Z1219 & Z1028) (Right),LRP067,3912.0,69.638,LRP076,1760.0,75.589,5.951,336.0,5605.0,763.0,1863.0,474.0,1037.0,415.0,1042.0,1906.0,492.0,96.0,184.0,0.0,13933.0,280.0,14213.0,14213.0,road,"['Z1022', 'Z1219', 'Z1028']",N1,,23.4893886,91.0034722,Intersection,Z1022,Z1219,Z1028
,CHANDINA- SHAHA PARA RCC GIDER GRIDGE,,,71.156,,,,,,,,,,,,,,,,,,,,,,bridge,,N1,C,23.4868805937254,91.017566692647,Bridge,,,
,Chandinan-Shahapara Bridge.,,,71.156,,,,,,,,,,,,,,,,,,,,,,bridge,,N1,C,23.4868805937254,91.017566692647,Bridge,,,
,CORI PAI BOX CULVERT,,,74.279,,,,,,,,,,,,,,,,,,,,,,bridge,,N1,B,23.4817873233065,91.0463348850746,Bridge,,,
,COREPAI BOX CULVERT,,,75.312,,,,,,,,,,,,,,,,,,,,,,bridge,,N1,B,23.4817498298684,91.0563549686842,Bridge,,,
N1-18L,Nimsar (Int.with Z1219 & Z1028) - Mainamati N102 (Left),LRP076,1760.0,75.589,LRP076,8017.0,81.846,6.257,308.0,5253.0,680.0,1824.0,454.0,959.0,393.0,1215.0,1997.0,617.0,128.0,174.0,0.0,13700.0,302.0,14002.0,14002.0,road,"['Z1219', 'Z1028', 'N102']",N1,,23.4815271,91.0590278,Intersection,Z1219,Z1028,N102
N1-18R,Nimsar (Int.with Z1219 & Z1028) - Mainamati N102 (Right),LRP076,1760.0,75.589,LRP076,8017.0,81.846,6.257,336.0,5605.0,763.0,1863.0,474.0,1037.0,415.0,1042.0,1906.0,492.0,96.0,184.0,0.0,13933.0,280.0,14213.0,14213.0,road,"['Z1219', 'Z1028', 'N102']",N1,,23.4815271,91.0590278,Intersection,Z1219,Z1028,N102
,NIMSHAR SLAB CULVERT,,,76.481,,,,,,,,,,,,,,,,,,,,,,bridge,,N1,A,23.480613086,91.0674097692,Bridge,,,
,KABILA DUBARCHAR SLAB CULVERT,,,78.382,,,,,,,,,,,,,,,,,,,,,,bridge,,N1,C,23.4776722851,91.0847406393,Bridge,,,
,NAZIRA BOX CULVERT,,,80.949,,,,,,,,,,,,,,,,,,,,,,bridge,,N1,B,23.4781159049382,91.1070332074074,Bridge,,,
N1-19L,Mainamati N102- Int.with Z1029 (Left),LRP076,8017.0,81.846,LRP076,12068.0,85.897,4.051,308.0,5253.0,680.0,1824.0,454.0,959.0,393.0,1215.0,1997.0,617.0,128.0,174.0,0.0,13700.0,302.0,14002.0,14002.0,road,"['N102', 'Z1029']",N1,,23.4789716,91.118166,Intersection,N102,Z1029,
N1-19R,Mainamati N102- Int.with Z1029 (Right),LRP076,8017.0,81.846,LRP076,12068.0,85.897,4.051,336.0,5605.0,763.0,1863.0,474.0,1037.0,415.0,1042.0,1906.0,492.0,96.0,184.0,0.0,13933.0,280.0,14213.0,14213.0,road,"['N102', 'Z1029']",N1,,23.4789716,91.118166,Intersection,N102,Z1029,
,TIPRA BAZAR BOX CULVERT,,,82.437,,,,,,,,,,,,,,,,,,,,,,bridge,,N1,A,23.4794083880733,91.1238920825688,Bridge,,,
,AMTOLI SLAB CULVERT,,,82.989,,,,,,,,,,,,,,,,,,,,,,bridge,,N1,A,23.479544924,91.129047144,Bridge,,,
N1-20L,Int.with Z1029 - Int.with Z1052 (Left),LRP076,12068.0,85.897,LRP076,13537.0,87.366,1.469,308.0,5253.0,680.0,1824.0,454.0,959.0,393.0,1215.0,1997.0,617.0,128.0,174.0,0.0,13700.0,302.0,14002.0,14002.0,road,"['Z1029', 'Z1052']",N1,,23.459,91.142333,Intersection,Z1029,Z1052,
N1-20R,Int.with Z1029 - Int.with Z1052 (Right),LRP076,12068.0,85.897,LRP076,13537.0,87.366,1.469,336.0,5605.0,763.0,1863.0,474.0,1037.0,415.0,1042.0,1906.0,492.0,96.0,184.0,0.0,13933.0,280.0,14213.0,14213.0,road,"['Z1029', 'Z1052']",N1,,23.459,91.142333,Intersection,Z1029,Z1052,
N1-21L,Int.with Z1052 - Changani (Kotbari) (Left),LRP076,13537.0,87.366,LRP091,897.0,89.41,2.044,294.0,5781.0,770.0,1356.0,307.0,516.0,257.0,732.0,1429.0,384.0,72.0,144.0,0.0,11826.0,216.0,12042.0,12042.0,road,['Z1052'],N1,,23.4469441,91.1481386,Intersection,Z1052,,
N1-21R,Int.with Z1052 - Changani (Kotbari) (Right),LRP076,13537.0,87.366,LRP091,897.0,89.41,2.044,321.0,5542.0,848.0,1306.0,321.0,522.0,282.0,825.0,1412.0,370.0,64.0,143.0,0.0,11749.0,207.0,11956.0,11956.0,road,['Z1052'],N1,,23.4469441,91.1481386,Intersection,Z1052,,
,DHANPUR RCC GIDER BRIDGE,,,87.713,,,,,,,,,,,,,,,,,,,,,,bridge,,N1,A,23.4436339598272,91.1493668151188,Bridge,,,
,Dhanpur Bridge,,,87.713,,,,,,,,,,,,,,,,,,,,,,bridge,,N1,C,23.4436339598272,91.1493668151188,Bridge,,,
N1-22L,Changani (Kotbari) - Paduar Bazar Biswa Rd. R140 (Left),LRP091,897.0,89.41,LRP093,1090.0,91.583,2.173,294.0,5781.0,770.0,1356.0,307.0,516.0,257.0,732.0,1429.0,384.0,72.0,144.0,0.0,11826.0,216.0,12042.0,12042.0,road,['R140'],N1,,23.4288882,91.1553889,Intersection,R140,,
N1-22R,Changani (Kotbari) - Paduar Bazar Biswa Rd. R140 (Right),LRP091,897.0,89.41,LRP093,1090.0,91.583,2.173,321.0,5542.0,848.0,1306.0,321.0,522.0,282.0,825.0,1412.0,370.0,64.0,143.0,0.0,11749.0,207.0,11956.0,11956.0,road,['R140'],N1,,23.4288882,91.1553889,Intersection,R140,,
,Paduar Bazar Bridge,,,91.092,,,,,,,,,,,,,,,,,,,,,,bridge,,N1,C,23.4212487704918,91.1678943372365,Bridge,,,
,PADUAR BAZER RCCGIDER,,,91.092,,,,,,,,,,,,,,,,,,,,,,bridge,,N1,B,23.4212487704918,91.1678943372365,Bridge,,,
N1-23L,Paduar Bazar Biswa Rd. R140 - Miabazar Z1046 (Left),LRP093,1090.0,91.583,LRP105,3631.0,105.879,14.296,294.0,5781.0,770.0,1356.0,307.0,516.0,257.0,732.0,1429.0,384.0,72.0,144.0,0.0,11826.0,216.0,12042.0,12042.0,road,"['R140', 'Z1046']",N1,,23.4191382,91.1721938,Intersection,R140,Z1046,
N1-23R,Paduar Bazar Biswa Rd. R140 - Miabazar Z1046 (Right),LRP093,1090.0,91.583,LRP105,3631.0,105.879,14.296,321.0,5542.0,848.0,1306.0,321.0,522.0,282.0,825.0,1412.0,370.0,64.0,143.0,0.0,11749.0,207.0,11956.0,11956.0,road,"['R140', 'Z1046']",N1,,23.4191382,91.1721938,Intersection,R140,Z1046,
,Mostapur Bridge,,,93.6,,,,,,,,,,,,,,,,,,,,,,bridge,,N1,C,23.4119324230158,91.1939029849206,Bridge,,,
,MOSTAPUR RCC GIDER BRIDGE,,,93.6,,,,,,,,,,,,,,,,,,,,,,bridge,,N1,B,23.4119324230158,91.1939029849206,Bridge,,,
,RAZAPARA RCC GIDER BRIDGE,,,97.257,,,,,,,,,,,,,,,,,,,,,,bridge,,N1,A,23.3976518197887,91.2234221346859,Bridge,,,
,Matigara Bridge,,,97.257,,,,,,,,,,,,,,,,,,,,,,bridge,,N1,C,23.3976518197887,91.2234221346859,Bridge,,,
,Suagazi Bridge.,,,100.938,,,,,,,,,,,,,,,,,,,,,,bridge,,N1,A,23.3713647755,91.2450175414999,Bridge,,,
,SUAGAZI RCC GIDER BRIDGE,,,100.938,,,,,,,,,,,,,,,,,,,,,,bridge,,N1,A,23.3713647755,91.2450175414999,Bridge,,,
,LAL BAG RCC GIDER BRIDGE,,,103.456,,,,,,,,,,,,,,,,,,,,,,bridge,,N1,C,23.3521636774381,91.2572910746724,Bridge,,,
,Lalbag Bridge.,,,103.456,,,,,,,,,,,,,,,,,,,,,,bridge,,N1,C,23.3521636774381,91.2572910746724,Bridge,,,
,CHANSIRI BOXCUIVERT,,,104.753,,,,,,,,,,,,,,,,,,,,,,bridge,,N1,A,23.342671472,91.264485636,Bridge,,,
N1-24L,Miabazar Z1046 - Chauddagram(Int.with Z1045) (Left),LRP105,3631.0,105.879,LRP105,17450.0,119.698,13.819,294.0,5781.0,770.0,1356.0,307.0,516.0,257.0,732.0,1429.0,384.0,72.0,144.0,0.0,11826.0,216.0,12042.0,12042.0,road,"['Z1046', 'Z1045']",N1,,23.3347219,91.271166,Intersection,Z1046,Z1045,
N1-24R,Miabazar Z1046 - Chauddagram(Int.with Z1045) (Right),LRP105,3631.0,105.879,LRP105,17450.0,119.698,13.819,321.0,5542.0,848.0,1306.0,321.0,522.0,282.0,825.0,1412.0,370.0,64.0,143.0,0.0,11749.0,207.0,11956.0,11956.0,road,"['Z1046', 'Z1045']",N1,,23.3347219,91.271166,Intersection,Z1046,Z1045,
,MIABAZAR BOX CULVERT,,,106.519,,,,,,,,,,,,,,,,,,,,,,bridge,,N1,A,23.3301462324,91.2748792824,Bridge,,,
,NOYA BAZER BOX CULVERT,,,108.125,,,,,,,,,,,,,,,,,,,,,,bridge,,N1,A,23.3180696869138,91.2830867321701,Bridge,,,
,DOLL BARI CULVERT,,,109.289,,,,,,,,,,,,,,,,,,,,,,bridge,,N1,B,23.3083612731261,91.2865787034735,Bridge,,,
,DHARMA PUR SLAB CULVERT,,,109.897,,,,,,,,,,,,,,,,,,,,,,bridge,,N1,B,23.3034306450331,91.2889770397351,Bridge,,,
,LALGORE BEZER CULVERT,,,110.551,,,,,,,,,,,,,,,,,,,,,,bridge,,N1,A,23.2979675271676,91.2910141369942,Bridge,,,
,SUPUYA BOX CULVERT,,,111.509,,,,,,,,,,,,,,,,,,,,,,bridge,,N1,A,23.2897066386454,91.2929584711155,Bridge,,,
,BOWCHI BAZAR CULVERT,,,112.469,,,,,,,,,,,,,,,,,,,,,,bridge,,N1,B,23.2821949258397,91.2966655096899,Bridge,,,
,AMAN GONG SLAB CULVERT,,,113.717,,,,,,,,,,,,,,,,,,,,,,bridge,,N1,B,23.27301895,91.3029661882,Bridge,,,
,RANGAMATIA (1) BOX CULVERT,,,115.052,,,,,,,,,,,,,,,,,,,,,,bridge,,N1,B,23.2618360940594,91.3070217386138,Bridge,,,
,RANGOWATIA 2 CULVERT,,,115.326,,,,,,,,,,,,,,,,,,,,,,bridge,,N1,B,23.25941665,91.3073611,Bridge,,,
,NOWA PARA BOX CULVERT,,,115.525,,,,,,,,,,,,,,,,,,,,,,bridge,,N1,B,23.2576429774881,91.3076156494075,Bridge,,,
,HARISHARDE CULVERT,,,116.074,,,,,,,,,,,,,,,,,,,,,,bridge,,N1,B,23.2527463398104,91.3083926405213,Bridge,,,
,SONAGATI BOX CULVERT,,,117.087,,,,,,,,,,,,,,,,,,,,,,bridge,,N1,B,23.2443915125925,91.3114032292592,Bridge,,,
,BALUJURI BOX CULVERT,,,117.269,,,,,,,,,,,,,,,,,,,,,,bridge,,N1,B,23.2429040619631,91.3119739539877,Bridge,,,
,BALUZURI 2 CULVERT,,,117.627,,,,,,,,,,,,,,,,,,,,,,bridge,,N1,A,23.2397920309669,91.3125740860465,Bridge,,,
,KALIR BAZAR BOX CULVERT,,,118.049,,,,,,,,,,,,,,,,,,,,,,bridge,,N1,A,23.2360759516523,91.3129901976744,Bridge,,,
,KALIA BAZER BOC CULVERT,,,118.856,,,,,,,,,,,,,,,,,,,,,,bridge,,N1,B,23.2289195919642,91.3134220678571,Bridge,,,
,CHAUDDAGARAM BOX CULVERT,,,119.19,,,,,,,,,,,,,,,,,,,,,,bridge,,N1,B,23.2259184472573,91.3135697177215,Bridge,,,
,CHADDAGRAM BAZAR BOX CULVERT,,,119.628,,,,,,,,,,,,,,,,,,,,,,bridge,,N1,A,23.2220338977777,91.3137005933333,Bridge,,,
N1-25L,Chauddagram(Int.with Z1045)-Md. Ali bazar (Int.with Z1031) (Left),LRP105,17450.0,119.698,LRP142,230.0,138.869,19.171,459.0,3515.0,726.0,761.0,304.0,688.0,251.0,508.0,929.0,324.0,33.0,121.0,0.0,8465.0,154.0,8619.0,8619.0,road,"['Z1045', 'Z1031']",N1,,23.221416,91.3137222,Intersection,Z1045,Z1031,
N1-25R,Chauddagram(Int.with Z1045)-Md. Ali bazar (Int.with Z1031) (Right),LRP105,17450.0,119.698,LRP142,230.0,138.869,19.171,398.0,3838.0,863.0,780.0,314.0,674.0,306.0,589.0,760.0,353.0,36.0,115.0,0.0,8875.0,151.0,9026.0,9026.0,road,"['Z1045', 'Z1031']",N1,,23.221416,91.3137222,Intersection,Z1045,Z1031,
,HAYDAR POLE BOX CULVERT,,,120.634,,,,,,,,,,,,,,,,,,,,,,bridge,,N1,B,23.2131955721448,91.3153497403899,Bridge,,,
,FALGUNCORA CULVERT,,,121.567,,,,,,,,,,,,,,,,,,,,,,bridge,,N1,A,23.2050386287937,91.3163167282749,Bridge,,,
,ATTOCK GRAM BOX CULVERT,,,122.603,,,,,,,,,,,,,,,,,,,,,,bridge,,N1,A,23.1961887953757,91.3176705069364,Bridge,,,
,BOSONTA PUR BOX CULVERT,,,123.681,,,,,,,,,,,,,,,,,,,,,,bridge,,N1,C,23.1874350254302,91.3209051317399,Bridge,,,
,BASHONTA PUR (2),,,124.346,,,,,,,,,,,,,,,,,,,,,,bridge,,N1,B,23.1817958149837,91.3208787514658,Bridge,,,
,NANKORA BOX CULVERT,,,125.41,,,,,,,,,,,,,,,,,,,,,,bridge,,N1,B,23.1726272318681,91.3205774642857,Bridge,,,
,ANDAJER BAZER BOX CULVERT,,,126.448,,,,,,,,,,,,,,,,,,,,,,bridge,,N1,A,23.1635138669191,91.3215889464646,Bridge,,,
,DIMATOLI (1) BOX CULVERT,,,127.673,,,,,,,,,,,,,,,,,,,,,,bridge,,N1,B,23.1527364949367,91.3243178772152,Bridge,,,
,DIMATOLY (2) BOX CULVERT,,,128.767,,,,,,,,,,,,,,,,,,,,,,bridge,,N1,B,23.1436667679334,91.3266680470308,Bridge,,,
,JAGARNATHPUR BOX CULVERT,,,129.291,,,,,,,,,,,,,,,,,,,,,,bridge,,N1,B,23.1389893200345,91.3263585348877,Bridge,,,
,JAGOT PUR BOX CULVERT,,,129.955,,,,,,,,,,,,,,,,,,,,,,bridge,,N1,B,23.1332639685968,91.327546416481,Bridge,,,
,HASO BOTHACH BOX CULVERT,,,130.912,,,,,,,,,,,,,,,,,,,,,,bridge,,N1,A,23.1252363577777,91.3303863688888,Bridge,,,
,FOKIR BAZAR SLAB CULVERT,,,131.577,,,,,,,,,,,,,,,,,,,,,,bridge,,N1,B,23.1196973774193,91.3328165129032,Bridge,,,
,KAKKARA CULVERT,,,132.079,,,,,,,,,,,,,,,,,,,,,,bridge,,N1,B,23.1158251554,91.335094485,Bridge,,,
,Chanara Box Culvert,,,133.155,,,,,,,,,,,,,,,,,,,,,,bridge,,N1,A,23.1074284451388,91.3400495436111,Bridge,,,
,CHANGARPULL(II) BOX CULVERT,,,133.873,,,,,,,,,,,,,,,,,,,,,,bridge,,N1,B,23.1017563206521,91.343162998913,Bridge,,,
,ADONCORA,,,134.426,,,,,,,,,,,,,,,,,,,,,,bridge,,N1,B,23.0973512527272,91.3454956309091,Bridge,,,
,PODOYA BOX CULVERT,,,134.974,,,,,,,,,,,,,,,,,,,,,,bridge,,N1,A,23.0930298369186,91.3478308386627,Bridge,,,
,FOEALTPARA BOX CULVERT,,,135.723,,,,,,,,,,,,,,,,,,,,,,bridge,,N1,B,23.0870753710144,91.3512101492753,Bridge,,,
,UTTOR KAIEATI CULVERT,,,136.375,,,,,,,,,,,,,,,,,,,,,,bridge,,N1,A,23.0819909531309,91.3541811474383,Bridge,,,
,KOKALI BOX CULVERT,,,136.899,,,,,,,,,,,,,,,,,,,,,,bridge,,N1,B,23.0779647046997,91.3566005031331,Bridge,,,
,DUTHOSHA BOX CULVERT,,,137.856,,,,,,,,,,,,,,,,,,,,,,bridge,,N1,B,23.070198184,91.3603022,Bridge,,,
N1-26L,Md. Ali bazar (Int.with Z1031)-Int.with Z1031 (Left),LRP142,230.0,138.869,LRP143,500.0,140.251,1.382,459.0,3515.0,726.0,761.0,304.0,688.0,251.0,508.0,929.0,324.0,33.0,121.0,0.0,8465.0,154.0,8619.0,8619.0,road,"['Z1031', 'Z1031']",N1,,23.0614722,91.3616667,Intersection,Z1031,Z1031,
N1-26R,Md. Ali bazar (Int.with Z1031)-Int.with Z1031 (Right),LRP142,230.0,138.869,LRP143,500.0,140.251,1.382,398.0,3838.0,863.0,780.0,314.0,674.0,306.0,589.0,760.0,353.0,36.0,115.0,0.0,8875.0,151.0,9026.0,9026.0,road,"['Z1031', 'Z1031']",N1,,23.0614722,91.3616667,Intersection,Z1031,Z1031,
,MOHAMMAD ALI MAZAR,,,138.953,,,,,,,,,,,,,,,,,,,,,,bridge,,N1,B,23.0607473333333,91.3618624619047,Bridge,,,
N1-27L,Int.with Z1031 - Elahiganj (Feni) Z1030 (Left),LRP143,500.0,140.251,LRP146,240.0,143.034,2.783,626.0,4617.0,1156.0,1923.0,588.0,791.0,216.0,716.0,1212.0,331.0,92.0,228.0,0.0,12176.0,320.0,12496.0,12496.0,road,"['Z1031', 'Z1030']",N1,,23.0479441,91.3651389,Intersection,Z1031,Z1030,
N1-27R,Int.with Z1031 - Elahiganj (Feni) Z1030 (Right),LRP143,500.0,140.251,LRP146,240.0,143.034,2.783,728.0,4991.0,1253.0,2234.0,667.0,1164.0,249.0,813.0,1676.0,426.0,148.0,235.0,0.0,14201.0,383.0,14584.0,14584.0,road,"['Z1031', 'Z1030']",N1,,23.0479441,91.3651389,Intersection,Z1031,Z1030,
,FATAPUR BOX CULVERT,,,141.531,,,,,,,,,,,,,,,,,,,,,,bridge,,N1,A,23.0379728055555,91.3656784724359,Bridge,,,
,DEBIPUR SLAB CULVERT,,,142.793,,,,,,,,,,,,,,,,,,,,,,bridge,,N1,A,23.0269801170731,91.3655004839721,Bridge,,,
N1-28L,Elahiganj (Feni) Z1030- Feni (Int.with N104) (Left),LRP146,240.0,143.034,LRP147,1614.0,145.409,2.375,728.0,4991.0,1253.0,2234.0,667.0,1164.0,249.0,813.0,1676.0,426.0,148.0,235.0,0.0,14201.0,383.0,14584.0,14584.0,road,"['Z1030', 'N104']",N1,,23.0248327,91.3655278,Intersection,Z1030,N104,
N1-28R,Elahiganj (Feni) Z1030- Feni (Int.with N104) (Right),LRP146,240.0,143.034,LRP147,1614.0,145.409,2.375,626.0,4617.0,1156.0,1923.0,588.0,791.0,216.0,716.0,1212.0,331.0,92.0,228.0,0.0,12176.0,320.0,12496.0,12496.0,road,"['Z1030', 'N104']",N1,,23.0248327,91.3655278,Intersection,Z1030,N104,
,CHARIPUR CULVERT.,,,144.939,,,,,,,,,,,,,,,,,,,,,,bridge,,N1,A,23.0124048410423,91.3779796149837,Bridge,,,
N1-29L,Feni (Int.with N104) - Feni Shahid Minar (Int.with Z1034) (Left),LRP147,1614.0,145.409,LRP152,448.0,149.289,3.88,355.0,5555.0,1533.0,1572.0,630.0,1141.0,285.0,980.0,1252.0,415.0,89.0,199.0,0.0,13718.0,288.0,14006.0,14006.0,road,"['N104', 'Z1034']",N1,,23.0095556,91.3813604,Intersection,N104,Z1034,
N1-29R,Feni (Int.with N104) - Feni Shahid Minar (Int.with Z1034) (Right),LRP147,1614.0,145.409,LRP152,448.0,149.289,3.88,350.0,5976.0,1656.0,1618.0,669.0,1185.0,355.0,1071.0,1266.0,409.0,96.0,196.0,0.0,14555.0,292.0,14847.0,14847.0,road,"['N104', 'Z1034']",N1,,23.0095556,91.3813604,Intersection,N104,Z1034,
,RAMPUR BOX CULVERT,,,147.296,,,,,,,,,,,,,,,,,,,,,,bridge,,N1,A,22.999248756,91.3957752,Bridge,,,
,RAMPUR BRIDGE,,,148.151,,,,,,,,,,,,,,,,,,,,,,bridge,,N1,A,22.9947280792802,91.4022894900763,Bridge,,,
,Rampur Bridge(L),,,148.151,,,,,,,,,,,,,,,,,,,,,,bridge,,N1,B,22.9947280792802,91.4022894900763,Bridge,,,
,Rampur Bridge(R),,,148.174,,,,,,,,,,,,,,,,,,,,,,bridge,,N1,A,22.9945936133042,91.4024539137404,Bridge,,,
,.,,,148.495,,,,,,,,,,,,,,,,,,,,,,bridge,,N1,A,22.9927169359869,91.4047486961832,Bridge,,,
N1-30L,Feni Shahid Minar( Int.with Z1034)-Fazilpur (Z1081) (Left),LRP152,448.0,149.289,LRP160,738.0,157.685,8.396,393.0,4967.0,1201.0,1656.0,293.0,775.0,282.0,973.0,840.0,207.0,224.0,188.0,0.0,11587.0,412.0,11999.0,11999.0,road,"['Z1034', 'Z1081']",N1,,22.9877774,91.41,Intersection,Z1034,Z1081,
N1-30R,Feni Shahid Minar( Int.with Z1034)-Fazilpur (Z1081) (Right),LRP152,448.0,149.289,LRP160,738.0,157.685,8.396,437.0,5132.0,981.0,1477.0,239.0,613.0,235.0,833.0,847.0,187.0,200.0,141.0,0.0,10981.0,341.0,11322.0,11322.0,road,"['Z1034', 'Z1081']",N1,,22.9877774,91.41,Intersection,Z1034,Z1081,
,Lemua Bridge(L),,,153.843,,,,,,,,,,,,,,,,,,,,,,bridge,,N1,C,22.9614487369369,91.4429962027027,Bridge,,,
,LAMUA BRIDGE,,,153.843,,,,,,,,,,,,,,,,,,,,,,bridge,,N1,B,22.9614487369369,91.4429962027027,Bridge,,,
N1-31L,Fazilpur Z1081 - Muhuriganj Z1032 (Left),LRP160,738.0,157.685,LRP164,619.0,161.582,3.897,355.0,5555.0,1533.0,1572.0,630.0,1141.0,285.0,980.0,1252.0,415.0,89.0,199.0,0.0,13718.0,288.0,14006.0,14006.0,road,"['Z1081', 'Z1032']",N1,,22.9483608,91.4761382,Intersection,Z1081,Z1032,
N1-31R,Fazilpur Z1081 - Muhuriganj Z1032 (Right),LRP160,738.0,157.685,LRP164,619.0,161.582,3.897,350.0,5976.0,1656.0,1618.0,669.0,1185.0,355.0,1071.0,1266.0,409.0,96.0,196.0,0.0,14555.0,292.0,14847.0,14847.0,road,"['Z1081', 'Z1032']",N1,,22.9483608,91.4761382,Intersection,Z1081,Z1032,
,FAZAILPUR BOXCULVERT,,,158.031,,,,,,,,,,,,,,,,,,,,,,bridge,,N1,A,22.9486038666666,91.4794993833333,Bridge,,,
,MUHURI BRIDGE,,,160.379,,,,,,,,,,,,,,,,,,,,,,bridge,,N1,B,22.9496126090047,91.502066899526,Bridge,,,
,Muhuri Bridge(L),,,160.379,,,,,,,,,,,,,,,,,,,,,,bridge,,N1,B,22.9496126090047,91.502066899526,Bridge,,,
N1-32L,Muhuriganj Z1032-Baraiyerhat R151 (Left),LRP164,619.0,161.582,LRP164,6720.0,167.683,6.101,366.0,3877.0,1050.0,1313.0,539.0,752.0,319.0,770.0,2247.0,371.0,109.0,251.0,0.0,11604.0,360.0,11964.0,11964.0,road,"['Z1032', 'R151']",N1,,22.9439441,91.5108611,Intersection,Z1032,R151,
N1-32R,Muhuriganj Z1032-Baraiyerhat R151 (Right),LRP164,619.0,161.582,LRP164,6720.0,167.683,6.101,376.0,4095.0,978.0,1358.0,526.0,765.0,277.0,770.0,2304.0,292.0,75.0,282.0,0.0,11741.0,357.0,12098.0,12098.0,road,"['Z1032', 'R151']",N1,,22.9439441,91.5108611,Intersection,Z1032,R151,
,DumGhat Bridge(L),,,165.183,,,,,,,,,,,,,,,,,,,,,,bridge,,N1,A,22.9149647061403,91.5262895350877,Bridge,,,
,DHOOM GHAT PC GIRDER,,,165.183,,,,,,,,,,,,,,,,,,,,,,bridge,,N1,B,22.9149647061403,91.5262895350877,Bridge,,,
,BUMGAT BOXCULVERT,,,165.825,,,,,,,,,,,,,,,,,,,,,,bridge,,N1,A,22.9097128884012,91.5289285034482,Bridge,,,
,BOROYAR PARA SLUB CULVERT,,,166.479,,,,,,,,,,,,,,,,,,,,,,bridge,,N1,A,22.9042462955223,91.5316297776119,Bridge,,,
N1-33L,Baraiyerhat R151- Mirersarai Z1021 (Left),LRP164,6720.0,167.683,LRP164,20501.0,181.464,13.781,366.0,3877.0,1050.0,1313.0,539.0,752.0,319.0,770.0,2247.0,371.0,109.0,251.0,0.0,11604.0,360.0,11964.0,11964.0,road,"['R151', 'Z1021']",N1,,22.8939997,91.5346941,Intersection,R151,Z1021,
N1-33R,Baraiyerhat R151- Mirersarai Z1021 (Right),LRP164,6720.0,167.683,LRP164,20501.0,181.464,13.781,376.0,4095.0,978.0,1358.0,526.0,765.0,277.0,770.0,2304.0,292.0,75.0,282.0,0.0,11741.0,357.0,12098.0,12098.0,road,"['R151', 'Z1021']",N1,,22.8939997,91.5346941,Intersection,R151,Z1021,
,BAROYARHAT BOX CULVERT,,,167.963,,,,,,,,,,,,,,,,,,,,,,bridge,,N1,A,22.8916386,91.5354719,Bridge,,,
,UTTOR SONAPAR BOX CULVERT,,,169.933,,,,,,,,,,,,,,,,,,,,,,bridge,,N1,A,22.8746986941176,91.5408836647058,Bridge,,,
,CHAIRMEN BARI BOX CULVERT,,,170.174,,,,,,,,,,,,,,,,,,,,,,bridge,,N1,A,22.872722034892,91.5415958766187,Bridge,,,
,MADDAM SONAPAR(1) BOX CULVERT,,,170.725,,,,,,,,,,,,,,,,,,,,,,bridge,,N1,A,22.8680563702127,91.5432963340425,Bridge,,,
,DHARBAR TILA CULVERT,,,171.554,,,,,,,,,,,,,,,,,,,,,,bridge,,N1,A,22.8609876872509,91.5451551717131,Bridge,,,
